#1.2																						
11870	21																					
NAME	Description	SRX033480	SRX033488	SRX033481	SRX033489	SRX033482	SRX033490	SRX033483	SRX033476	SRX033478	SRX033479	SRX033472	SRX033473	SRX033474	SRX033475	SRX033491	SRX033484	SRX033492	SRX033485	SRX033493	SRX033486	SRX033494
ENSMUSG00000000402	na	3.031211475	2.974500641	3.325826648	2.770305008	2.916536439	3.090767626	2.899105807	2.701528308	2.521281238	1.460970841	1.070491594	0.675181428	1.022175381	1.234018777	1.790228232	2.012330605	1.203322855	1.274210056	1.415458853	1.712812427	1.454377232
ENSMUSG00000000411	na	-2.583498369	-3.625412201	-0.13360497	-0.898073501	-0.990354157	-0.996695216	-2.882253907	-3.364560882	-3.311608776	-3.062591115	-1.432008747	-3.231709168	-2.884715214	-2.853444064	-0.712272109	-0.875194666	-2.256108764	-1.228290285	-1.062588444	-0.609115668	-3.755076133
ENSMUSG00000000420	na	6.890207381	6.626070209	6.716894444	6.742687883	6.498824805	6.621165766	6.459820761	6.284695295	6.326827138	6.206535564	6.329542485	6.254120141	6.072386827	6.466228057	6.692396417	6.621459417	6.594598996	6.303091176	6.765774755	6.681824735	6.759637921
ENSMUSG00000000439	na	4.800205923	4.933008512	4.782871674	4.998475151	5.32555015	5.105842946	4.981932238	4.560251621	4.540140265	4.813925831	5.075785893	5.049061602	4.707741823	4.973104423	5.074904931	4.808501789	5.216920458	4.686593101	5.188048357	4.856858797	5.080974222
ENSMUSG00000000440	na	1.808819054	2.74962723	1.936784358	2.177214627	2.282664338	1.750538714	2.403148312	0.883366631	2.571034273	2.429261981	2.268430971	2.549650546	3.223809242	1.790412126	2.18389208	1.557764742	2.533968167	2.613011969	2.788268117	2.354358456	1.374206884
ENSMUSG00000000489	na	6.201136476	5.860417107	5.709373862	5.710313346	6.020873099	5.573160393	6.092160683	6.218521885	6.464824257	6.933176036	6.373197708	6.358877882	6.551996328	6.007642842	5.850818211	5.520553663	6.129034626	6.041615598	5.537324399	5.930043143	5.292047779
ENSMUSG00000000531	na	6.828012619	5.972640299	6.613245213	6.326617304	7.091794885	6.623262706	6.847366837	7.44198874	7.124061485	7.444212323	7.308334207	7.434514835	7.510818921	7.307687819	6.973450056	6.693141517	6.805487446	7.153973473	6.521300224	6.805358169	6.810025945
ENSMUSG00000000532	na	9.030751359	8.780526992	8.763030171	8.798645692	8.849374534	8.607725638	8.840980394	8.877720068	8.914502322	9.054077741	9.074794691	9.101725748	9.189091633	9.002592336	8.800139159	8.698073812	8.786234616	8.882410511	8.714784302	8.728506234	8.694846283
ENSMUSG00000000552	na	7.357549237	7.333865304	7.385244859	7.313467198	7.374510053	7.39132207	7.456482476	8.06641429	7.940465267	7.842043506	8.15107402	7.977134823	8.184734553	7.861659945	7.530901875	7.502449693	7.359214341	7.942469368	7.412565941	7.498362979	7.577519924
ENSMUSG00000000555	na	5.540622943	5.802947971	5.999794155	6.084105222	6.504168126	5.942464183	5.902380939	6.476217041	5.746382947	6.173423077	5.904869689	6.511442226	5.951335141	6.199123987	5.936385067	5.970295385	5.707750644	5.841383243	6.082797882	5.972838083	6.411086949
ENSMUSG00000000560	na	7.257279554	7.22086171	7.193723112	7.275425184	7.29966469	7.1435868	7.263678239	6.44118299	6.620605976	6.229730518	7.352626099	7.727568338	7.271367862	8.061688385	8.07090804	8.482797118	8.067696618	7.903566676	7.996949162	8.482055222	8.408259059
ENSMUSG00000000562	na	2.46089575	2.396955612	2.588861054	1.423854594	1.125123061	2.49973061	1.024636689	2.127292214	1.21195318	0.84429948	2.192482118	1.016218346	1.870172288	1.053446531	2.048540227	1.557764742	1.99181875	-0.005897864	2.152424447	1.156419079	1.917349209
ENSMUSG00000000567	na	6.506614051	5.807129699	6.206245033	5.961683119	5.990737381	6.194540292	6.285164239	6.288284091	6.312272714	6.243470574	6.024687904	6.09696576	6.123713408	6.199123987	5.967989727	6.090589619	6.009115573	6.656389032	6.059315043	5.898678972	6.00481205
ENSMUSG00000000568	na	7.913355408	7.285230529	7.742911976	7.452550027	7.754479681	7.606931129	7.614599871	7.862453311	7.858942259	7.401954635	7.634977363	7.464389003	7.651532001	7.58846264	7.403782996	7.018410239	7.302949605	6.712268023	7.402103159	7.131002375	7.659080546
ENSMUSG00000000594	na	6.890207381	7.07068597	7.022225201	7.040245901	6.840425111	7.178230467	6.933129389	6.850972117	6.816385545	6.985895759	6.851851307	6.896285153	6.796523197	6.644407773	6.921126809	6.801467669	6.959019723	7.021218264	6.960571841	6.743148505	6.631864112
ENSMUSG00000000600	na	7.072926494	7.051426405	7.014108752	6.994144031	7.084679235	7.173945231	7.014078497	6.516553078	6.864564373	6.374120427	6.109733225	6.336246908	5.963907726	6.752035454	6.870183536	7.05435965	7.062057412	6.581209909	7.14058474	7.194369708	7.143525254
ENSMUSG00000000605	na	9.5122283	9.594814956	9.354636873	9.446697943	9.376332328	9.385620015	9.486525353	9.143976713	9.413118226	9.226563238	9.238942502	9.379546221	9.410766759	9.411291737	9.4782385	9.404415916	9.527025902	9.249805178	9.474768644	9.556545084	9.46847312
ENSMUSG00000000627	na	1.808819054	2.678368547	2.498663245	2.271851501	2.469077462	2.304474319	2.327199459	2.190027969	2.360816566	3.277258888	2.655454094	3.035077373	2.997927835	2.50410794	2.560746385	2.733614577	2.953344602	2.39620058	2.605790065	2.198239254	2.077813881
ENSMUSG00000000628	na	3.347238968	3.792440314	4.439284698	3.841466037	3.900416773	3.613802377	3.988110813	4.272063738	4.280848261	4.175813624	3.582941594	3.663108596	3.181373976	3.555946872	3.569014001	3.544344226	3.766259049	3.900992732	3.478784789	3.576750877	3.807166291
ENSMUSG00000000673	na	-2.583498369	-1.303484106	-2.455533065	-1.383500328	-2.575316658	-3.804050138	-2.882253907	-1.042632787	-0.989680681	-3.062591115	-1.432008747	-1.646746667	-2.884715214	-0.531515969	-3.88219711	-1.61216026	-1.033716343	-2.813252786	-3.869943366	-2.931043763	-1.433148038
ENSMUSG00000000682	na	1.116941349	-1.303484106	-2.455533065	-0.535503421	-0.253388563	0.102840458	-2.882253907	-1.779598382	-1.726646275	-1.477628615	-0.209616326	-0.424354246	-1.299752714	-1.268481563	-0.181757392	-0.389767838	-2.256108764	-1.228290285	-1.062588444	-0.123688841	-3.755076133
ENSMUSG00000000708	na	3.892235062	4.149374858	4.51025122	4.001930709	4.604592432	3.251232298	3.988110813	4.001761332	3.945779067	3.537321727	2.960308676	4.025678675	3.181373976	3.375374626	3.617648777	3.721740477	3.610139847	4.081564978	3.851155823	4.124238673	4.216467421
ENSMUSG00000000711	na	3.791541062	3.858403576	3.036320031	3.088987444	4.166150329	3.161734147	3.775957576	3.554302355	3.699618479	3.807773604	4.46684453	3.823573268	3.909700652	3.486405939	3.695231718	3.517122757	3.489845613	3.295271671	3.206872231	3.638811846	3.384475219
ENSMUSG00000000732	na	1.323392226	1.989297643	2.068028891	1.423854594	1.948245298	1.923870317	2.403148312	2.061703872	1.546372219	2.363673639	1.937225063	1.722487143	1.870172288	1.538873359	1.609655986	1.446733429	1.444330954	1.09363781	1.556321389	1.592518193	1.454377232
ENSMUSG00000000740	na	-2.583498369	-2.040449701	-2.455533065	-3.705428423	-2.575316658	-1.482122043	-0.074898985	-1.042632787	-1.726646275	-1.477628615	-0.695043153	-1.646746667	-2.884715214	-0.531515969	-1.074842188	-3.19712276	-2.256108764	-0.491324691	-3.869943366	-2.931043763	-3.755076133
ENSMUSG00000000743	na	5.733914245	5.802947971	5.787640918	5.858721067	6.072141769	5.763905938	5.862579931	5.95058868	5.778503644	6.032805908	5.991457374	6.114804565	6.178679867	6.149370951	5.958580813	5.694660943	5.826040277	5.706383467	5.591536082	5.650156819	5.868805357
ENSMUSG00000000751	na	1.503964472	0.622515312	0.351821857	0.201462173	-0.990354157	-0.634125136	1.205208935	1.764722135	1.546372219	1.460970841	0.889919348	1.523178334	1.022175381	-0.531515969	0.365730403	-3.19712276	0.802784925	1.434674728	0.377984148	0.238881239	0.637241289
ENSMUSG00000000759	na	6.69029723	6.899129514	6.818262534	7.030127601	6.848849631	7.046918013	7.105010105	6.804111236	6.720436951	6.784466231	7.087627506	6.911674046	6.771709649	7.012289207	7.023941886	7.023255567	7.039277544	7.00213051	7.257406175	6.959220514	7.069087076
ENSMUSG00000000776	na	5.317368439	5.443366077	5.345366835	5.549600147	5.485379274	5.555699423	5.743454936	5.714923902	5.740959275	5.715486014	5.819079107	5.798957969	5.805282757	5.712609974	5.730671387	5.34590906	5.78646262	5.77546185	5.742925132	5.448334604	5.702304746
ENSMUSG00000000782	na	4.045858251	3.792440314	4.285933921	4.518573251	4.270173393	4.288707003	4.012563857	4.849758238	4.250633648	4.421224662	3.925543258	4.235896382	3.744641406	4.016920655	3.905705449	4.27048279	3.780980555	3.981163081	3.752108454	3.863372104	4.42979921
ENSMUSG00000000791	na	1.323392226	1.418981918	2.90201894	1.152552572	1.817000765	1.622214617	1.365673607	2.468329132	2.114655979	1.581265074	2.409293507	2.053693051	2.159678905	2.57282069	1.247085907	1.195194662	1.51648074	1.09363781	1.621909731	1.46127366	1.602475871
ENSMUSG00000000792	na	4.729384586	5.146077268	4.893195089	4.998475151	4.295048062	5.063228602	5.178442025	4.749181284	4.996730254	4.931762322	4.182701097	3.928162169	3.935463748	3.654350576	4.221090698	4.060265082	4.283050047	3.873247742	3.994242779	3.987819475	3.575840745
ENSMUSG00000000794	na	3.29914468	2.944443407	3.773285625	3.660893791	3.447051155	2.91019538	2.950636108	4.548328454	4.106243739	3.99269132	3.971713439	3.68715407	3.558228281	3.521595367	3.106487576	3.98278633	3.12471302	3.164027138	3.228088717	3.544689668	3.384475219
ENSMUSG00000000804	na	9.570370286	9.476727552	9.262571648	9.303525357	9.327435287	9.197182108	9.344459318	8.79877431	9.261328249	9.121354356	8.949894653	9.071786209	9.070571431	9.353875362	9.359339223	9.36774123	9.35260809	9.183573742	9.420795497	9.648979205	9.425610062
ENSMUSG00000000811	na	2.370697941	2.882382439	3.272387389	2.225308915	2.282664338	2.765805471	2.790171435	2.518082167	2.955177765	2.914688808	2.960308676	3.035077373	3.092564709	3.413342476	2.492842321	2.780157163	2.498778738	2.472149433	2.637851275	2.278409603	2.473742557
ENSMUSG00000000817	na	-2.583498369	-0.4554872	-0.870570564	-1.383500328	-0.990354157	-0.344618519	-2.882253907	-1.779598382	-0.989680681	-0.255236193	-1.432008747	-3.231709168	-1.299752714	-2.853444064	-1.560269015	-3.19712276	-0.671146263	-0.005897864	0.377984148	-2.931043763	-0.295644515
ENSMUSG00000000876	na	1.808819054	1.129475301	1.792394448	1.579973796	1.817000765	2.028839876	1.365673607	2.127292214	1.732785343	1.581265074	1.841009747	2.053693051	1.507602208	2.100752246	2.140170703	2.012330605	1.113125046	2.140943525	1.415458853	1.926937232	0.49285138
ENSMUSG00000000902	na	3.525026088	3.061088326	2.40244793	3.41351265	3.257573357	3.375858952	3.421526842	3.89282696	3.48280709	3.651654402	4.122580105	3.638655552	3.524675722	3.555946872	3.695231718	3.489377767	3.378097256	3.561786646	3.460973513	3.335742778	3.539544616
ENSMUSG00000000903	na	-2.583498369	-2.040449701	-2.455533065	-0.898073501	-2.575316658	-2.219087637	-2.882253907	-3.364560882	-1.726646275	-1.477628615	-3.016971248	-1.646746667	-0.56278712	-1.268481563	-1.074842188	-3.19712276	-3.841071265	-2.813252786	-1.548015271	-2.931043763	-3.755076133
ENSMUSG00000000915	na	7.852171892	7.871940692	7.924928	7.971850769	8.010584792	7.963720511	8.053647776	8.286939338	8.161589608	8.458518528	8.552409712	8.425162558	8.484336793	8.2399735	7.972281724	7.898933479	7.964269564	8.1108174	7.95938297	7.899471444	8.078209302
ENSMUSG00000000934	na	4.635670151	4.598589473	4.763635455	4.741654803	5.199470402	4.836194799	5.054384032	4.988585943	4.716297221	4.789157926	5.438355973	5.371917177	5.386747813	5.163364223	4.807800861	4.977802922	4.903762573	4.535475369	4.984925018	4.631198661	5.036086755
ENSMUSG00000000948	na	8.041297087	8.19994414	8.1471658	8.073059438	8.226391701	7.881136659	8.495498888	8.39823638	8.461942571	8.509635398	8.560929589	8.440274104	8.282075536	7.692485705	8.428131648	8.017803428	8.075927784	7.770770155	7.923253493	8.025332395	7.965595654
ENSMUSG00000000957	na	4.359016136	4.275454607	4.533151622	4.725024129	4.719304091	4.792139618	4.448662971	4.970829472	4.822817544	4.484303345	5.032877302	4.773915382	4.780620703	5.071368439	4.564886116	4.654626281	4.646768769	4.686593101	4.382722067	4.345080643	4.058705058
ENSMUSG00000000958	na	3.249391645	2.944443407	2.299354437	3.283256264	3.097108684	2.91019538	3.267493213	2.825263677	2.796915681	2.868146222	2.027422872	2.053693051	2.54154954	1.901443438	2.000445939	1.195194662	1.940288449	1.09363781	2.196145825	1.712812427	1.736776963
ENSMUSG00000000959	na	6.452675243	6.656517826	6.335629823	6.644405669	6.730745032	6.606401214	6.619583278	6.585265828	6.649840918	6.553957728	6.73289818	6.862368518	6.687037429	6.479711286	6.726057712	6.42675873	6.691284661	6.788518003	6.819181039	6.582683833	6.605770951
ENSMUSG00000000982	na	-2.583498369	-3.625412201	0.351821857	-1.383500328	-2.575316658	0.443877376	-2.882253907	-3.364560882	-3.311608776	-0.255236193	-3.016971248	-3.231709168	-1.299752714	-2.853444064	-2.29723461	-1.61216026	-1.033716343	-0.491324691	-0.410511747	-2.931043763	-1.433148038
ENSMUSG00000000983	na	-0.998535868	-1.303484106	-0.870570564	-1.383500328	-2.575316658	-0.10361042	0.577177712	0.335878836	-0.141683774	0.107333886	-0.209616326	-3.231709168	-2.884715214	-2.853444064	-1.074842188	-0.027197759	-1.51914317	-0.005897864	-0.410511747	-2.931043763	-3.755076133
ENSMUSG00000001014	na	2.274482626	1.129475301	1.631929776	1.049459079	0.594608344	1.240343982	1.024636689	1.589635428	2.045943229	1.79538988	2.192482118	1.626271827	2.400687004	1.234018777	1.672391741	1.050804753	1.773638579	1.71030917	1.487608639	1.926937232	1.102904862
ENSMUSG00000001016	na	7.443025073	7.419664851	7.229215555	7.402442491	7.164463952	7.315539483	7.316191135	7.054345849	7.292944453	6.985895759	6.891421373	6.961816193	6.98410734	7.072851931	7.193950418	7.198411375	7.24970279	7.151088082	7.349830185	7.070364432	7.3632161
