NAME	SIZE	ES	NES	NOM_p-val	FDR_q-val	FWER_p-val	RANK_AT_MAX	LEADING_EDGE		
GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH	95	0.1730811	0.631981	0.98479086	0.9957512	1	1764	"tags=15%,"	"list=17%,"	signal=18%
GOBP_PROTEIN_K11_LINKED_UBIQUITINATION	15	0.26712844	0.5928652	0.978	0.9958099	1	884	"tags=13%,"	"list=8%,"	signal=15%
GOBP_DENDRITIC_SPINE_DEVELOPMENT	51	0.1743955	0.6340517	0.9347826	0.99588877	1	2313	"tags=18%,"	"list=22%,"	signal=22%
GOBP_SYNAPTIC_VESICLE_RECYCLING	43	0.16949037	0.6155766	0.9373814	0.9959854	1	2788	"tags=21%,"	"list=26%,"	signal=28%
GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION	21	0.19744734	0.5987311	0.8666667	0.99623036	1	2008	"tags=14%,"	"list=19%,"	signal=18%
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	41	0.20440671	0.6085858	0.9959184	0.99627894	1	2038	"tags=27%,"	"list=19%,"	signal=33%
GOBP_POLYOL_CATABOLIC_PROCESS	15	0.20970008	0.5948871	0.9939516	0.9963051	1	1583	"tags=20%,"	"list=15%,"	signal=23%
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	41	0.5223302	1.4823477	0.014732965	0.99640256	1	1584	"tags=32%,"	"list=15%,"	signal=37%
GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT	21	0.18516536	0.6351782	0.8818737	0.9964534	1	2513	"tags=19%,"	"list=24%,"	signal=25%
GOBP_GLUCAN_BIOSYNTHETIC_PROCESS	29	0.21779463	0.60477775	0.98140496	0.99647003	1	654	"tags=7%,"	"list=6%,"	signal=7%
GOBP_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY	15	0.26816353	0.60105246	0.9622266	0.9965822	1	2031	"tags=33%,"	"list=19%,"	signal=41%
GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_SIGNAL_TRANSDUCTION	15	0.28482676	0.63837683	0.964	0.9971338	1	1597	"tags=27%,"	"list=15%,"	signal=31%
GOBP_POSITIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY	29	0.23760073	0.6360006	0.96957403	0.99714345	1	1436	"tags=14%,"	"list=14%,"	signal=16%
GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION	42	0.23105796	0.63888294	0.9788054	0.99796236	1	1751	"tags=21%,"	"list=17%,"	signal=26%
GOBP_RESPONSE_TO_STEROL	18	0.25266442	0.6390613	0.9298246	0.9989329	1	106	"tags=6%,"	"list=1%,"	signal=6%
GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	22	0.247302	0.57332313	0.99223304	0.9994669	1	2414	"tags=41%,"	"list=23%,"	signal=53%
GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY	45	0.22807416	0.6485448	0.8565815	0.99951124	1	1110	"tags=16%,"	"list=10%,"	signal=17%
GOBP_PHOSPHATIDYLINOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS	38	0.116809495	0.380711	1	0.99982756	1	3405	"tags=34%,"	"list=32%,"	signal=50%
GOBP_NEURON_MIGRATION	108	0.1807833	0.64370775	0.92745095	0.9998502	1	946	"tags=9%,"	"list=9%,"	signal=10%
GOBP_TETRAPYRROLE_BIOSYNTHETIC_PROCESS	19	0.260101	0.63934743	0.93786407	0.9998617	1	1174	"tags=16%,"	"list=11%,"	signal=18%
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_MONOPOLAR_CELL_POLARITY	21	0.20989513	0.547715	0.97795594	0.999945	1	1349	"tags=14%,"	"list=13%,"	signal=16%
GOBP_RECEPTOR_LOCALIZATION_TO_SYNAPSE	42	0.15021273	0.55403453	0.96392787	0.9999764	1	3282	"tags=29%,"	"list=31%,"	signal=41%
GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT	49	0.4448029	1.4723676	0.090038314	1	1	628	"tags=10%,"	"list=6%,"	signal=11%
GOBP_SYNAPTIC_VESICLE_LOCALIZATION	37	0.42732677	1.4583356	0.10080645	1	1	159	"tags=8%,"	"list=2%,"	signal=8%
GOBP_BONE_GROWTH	16	0.6866851	1.457208	0.053061225	1	1	2087	"tags=56%,"	"list=20%,"	signal=70%
GOBP_SPHINGOID_METABOLIC_PROCESS	16	0.55346316	1.4544381	0.08	1	1	497	"tags=19%,"	"list=5%,"	signal=20%
GOBP_POSITIVE_REGULATION_OF_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE	31	0.4684894	1.4122499	0.033797216	1	1	2677	"tags=48%,"	"list=25%,"	signal=65%
GOBP_MEMBRANE_FISSION	24	0.42546484	1.407939	0.138	1	1	1073	"tags=13%,"	"list=10%,"	signal=14%
GOBP_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY	18	0.5545275	1.4060887	0.10040161	1	1	908	"tags=28%,"	"list=9%,"	signal=30%
GOBP_POSITIVE_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS	24	0.5210596	1.4046618	0.08316832	1	1	1200	"tags=21%,"	"list=11%,"	signal=23%
GOBP_LYSOSOMAL_TRANSPORT	72	0.40109214	1.404014	0.119180635	1	1	1073	"tags=11%,"	"list=10%,"	signal=12%
GOBP_CELLULAR_DEFENSE_RESPONSE	23	0.58160335	1.3921293	0.047169812	1	1	1369	"tags=30%,"	"list=13%,"	signal=35%
GOBP_U2_TYPE_PRESPLICEOSOME_ASSEMBLY	17	0.5833792	1.3861976	0.06666667	1	1	287	"tags=12%,"	"list=3%,"	signal=12%
GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS	37	0.45076382	1.3859812	0.07302231	1	1	1503	"tags=24%,"	"list=14%,"	signal=28%
GOBP_STEROID_HORMONE_BIOSYNTHETIC_PROCESS	19	0.5117572	1.3837112	0.025291828	1	1	1490	"tags=37%,"	"list=14%,"	signal=43%
GOBP_PULMONARY_VALVE_DEVELOPMENT	17	0.5733899	1.3797954	0.09195402	1	1	510	"tags=24%,"	"list=5%,"	signal=25%
GOBP_INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT	22	0.5260364	1.3793122	0.14942528	1	1	4007	"tags=59%,"	"list=38%,"	signal=95%
GOBP_SYNAPTIC_VESICLE_TRANSPORT	28	0.4712102	1.37898	0.13414635	1	1	159	"tags=11%,"	"list=2%,"	signal=11%
GOBP_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	68	0.44213456	1.3754772	0.04029304	1	1	1246	"tags=22%,"	"list=12%,"	signal=25%
GOBP_RESPONSE_TO_MINERALOCORTICOID	24	0.5018651	1.3733891	0.07862903	1	1	1655	"tags=29%,"	"list=16%,"	signal=34%
GOBP_VESICLE_CYTOSKELETAL_TRAFFICKING	43	0.40242016	1.372022	0.09896907	1	1	508	"tags=12%,"	"list=5%,"	signal=12%
GOBP_SERINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	27	0.52894634	1.3710655	0.08559499	1	1	1341	"tags=33%,"	"list=13%,"	signal=38%
GOBP_RUFFLE_ORGANIZATION	35	0.4670948	1.3674335	0.12338858	1	1	1578	"tags=26%,"	"list=15%,"	signal=30%
GOBP_EMBRYONIC_DIGESTIVE_TRACT_DEVELOPMENT	26	0.5526934	1.3632771	0.1021611	1	1	1706	"tags=38%,"	"list=16%,"	signal=46%
GOBP_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	34	0.4457448	1.3576391	0.05263158	1	1	3394	"tags=41%,"	"list=32%,"	signal=60%
GOBP_PHOSPHOLIPID_CATABOLIC_PROCESS	33	0.4516186	1.3529521	0.08023483	1	1	2839	"tags=42%,"	"list=27%,"	signal=58%
GOBP_MICROTUBULE_DEPOLYMERIZATION	28	0.495943	1.3528919	0.13610587	1	1	911	"tags=21%,"	"list=9%,"	signal=23%
GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	22	0.5025306	1.3497097	0.12966602	1	1	4261	"tags=64%,"	"list=40%,"	signal=106%
GOBP_GLYCEROPHOSPHOLIPID_CATABOLIC_PROCESS	19	0.5581875	1.3431767	0.120792076	1	1	2839	"tags=53%,"	"list=27%,"	signal=72%
GOBP_VESICLE_TRANSPORT_ALONG_MICROTUBULE	31	0.429473	1.3390132	0.13608247	1	1	282	"tags=10%,"	"list=3%,"	signal=10%
GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION	115	0.30449829	1.3371145	0.043726236	1	1	1738	"tags=18%,"	"list=16%,"	signal=22%
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	34	0.46742767	1.3319763	0.16601562	1	1	2473	"tags=29%,"	"list=23%,"	signal=38%
GOBP_ANDROGEN_METABOLIC_PROCESS	15	0.54751366	1.3296279	0.09143969	1	1	2336	"tags=53%,"	"list=22%,"	signal=68%
GOBP_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY	15	0.5350192	1.3246192	0.08576998	1	1	983	"tags=47%,"	"list=9%,"	signal=51%
GOBP_C21_STEROID_HORMONE_METABOLIC_PROCESS	19	0.5122374	1.3218075	0.06311637	1	1	1490	"tags=37%,"	"list=14%,"	signal=43%
GOBP_NUCLEAR_MEMBRANE_ORGANIZATION	28	0.4688712	1.3193061	0.12007874	1	1	304	"tags=11%,"	"list=3%,"	signal=11%
GOBP_REGULATION_OF_VESICLE_SIZE	15	0.52621007	1.3148427	0.19009902	1	1	1208	"tags=20%,"	"list=11%,"	signal=23%
GOBP_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	28	0.49454445	1.3138945	0.17333333	1	1	2739	"tags=50%,"	"list=26%,"	signal=67%
GOBP_REGULATION_OF_SPINDLE_ASSEMBLY	18	0.52978003	1.3103924	0.16634052	1	1	219	"tags=11%,"	"list=2%,"	signal=11%
GOBP_POSITIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY	20	0.52178514	1.3081558	0.040816326	1	1	1666	"tags=50%,"	"list=16%,"	signal=59%
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	90	0.34243703	1.3066806	0.085877866	1	1	1952	"tags=21%,"	"list=18%,"	signal=26%
GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	19	0.44910672	1.3044416	0.19517103	1	1	1073	"tags=16%,"	"list=10%,"	signal=18%
GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS	15	0.5138911	1.3040619	0.18955512	1	1	644	"tags=13%,"	"list=6%,"	signal=14%
GOBP_CYTOKINETIC_PROCESS	26	0.41574943	1.3014163	0.1552063	1	1	1073	"tags=15%,"	"list=10%,"	signal=17%
GOBP_PROTEIN_LOCALIZATION_TO_MICROTUBULE_ORGANIZING_CENTER	18	0.48677677	1.2997235	0.14837398	1	1	1411	"tags=28%,"	"list=13%,"	signal=32%
GOBP_POSITIVE_REGULATION_OF_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS	36	0.4424636	1.298885	0.12015504	1	1	1200	"tags=22%,"	"list=11%,"	signal=25%
GOBP_LYMPHOCYTE_CHEMOTAXIS	24	0.54088503	1.2953185	0.10291262	1	1	2150	"tags=54%,"	"list=20%,"	signal=68%
GOBP_RECEPTOR_RECYCLING	25	0.46526974	1.2945588	0.148	1	1	507	"tags=12%,"	"list=5%,"	signal=13%
GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY	27	0.429935	1.2945535	0.1971831	1	1	1073	"tags=15%,"	"list=10%,"	signal=16%
GOBP_RNA_5_END_PROCESSING	17	0.5476846	1.2839564	0.20650096	1	1	2658	"tags=53%,"	"list=25%,"	signal=71%
GOBP_VIRAL_BUDDING	15	0.44676447	1.2780168	0.18577075	1	1	5	"tags=7%,"	"list=0%,"	signal=7%
GOBP_RESPONSE_TO_MISFOLDED_PROTEIN	19	0.4488276	1.2734792	0.18724279	1	1	193	"tags=11%,"	"list=2%,"	signal=11%
GOBP_PROTEIN_MONOUBIQUITINATION	54	0.38985083	1.2720417	0.06500956	1	1	1051	"tags=19%,"	"list=10%,"	signal=20%
GOBP_MITOTIC_CYTOKINESIS	52	0.379717	1.2720226	0.13559322	1	1	1133	"tags=15%,"	"list=11%,"	signal=17%
GOBP_REGULATION_OF_SPINDLE_ORGANIZATION	24	0.47856775	1.2694544	0.22178988	1	1	219	"tags=8%,"	"list=2%,"	signal=8%
GOBP_MITOTIC_G2_M_TRANSITION_CHECKPOINT	32	0.46046984	1.2620108	0.15185185	1	1	1246	"tags=25%,"	"list=12%,"	signal=28%
GOBP_TRANSLATIONAL_INITIATION	72	0.3810486	1.2503622	0.17529881	1	1	2522	"tags=33%,"	"list=24%,"	signal=43%
GOBP_INTRACILIARY_TRANSPORT	28	0.4402238	1.2402856	0.16409266	1	1	1738	"tags=32%,"	"list=16%,"	signal=38%
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION	22	0.41921493	1.2399268	0.21237114	1	1	4261	"tags=64%,"	"list=40%,"	signal=106%
GOBP_POSITIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	17	0.5618878	1.2378764	0.21106558	1	1	2700	"tags=53%,"	"list=25%,"	signal=71%
GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY	23	0.45136726	1.2353114	0.1873805	1	1	479	"tags=9%,"	"list=5%,"	signal=9%
GOBP_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS	16	0.49605814	1.2345008	0.13833992	1	1	975	"tags=31%,"	"list=9%,"	signal=34%
GOBP_POSITIVE_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	42	0.43423924	1.2336748	0.1208577	1	1	1666	"tags=38%,"	"list=16%,"	signal=45%
GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	37	0.4478464	1.2315389	0.16287878	1	1	1280	"tags=22%,"	"list=12%,"	signal=25%
GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY	32	0.45241198	1.2302482	0.17777778	1	1	1038	"tags=25%,"	"list=10%,"	signal=28%
GOBP_RESPONSE_TO_GONADOTROPIN	18	0.51197284	1.2288772	0.17190775	1	1	1327	"tags=39%,"	"list=13%,"	signal=44%
GOBP_REGULATION_OF_MONOOXYGENASE_ACTIVITY	30	0.451974	1.2283851	0.11198428	1	1	1666	"tags=43%,"	"list=16%,"	signal=51%
GOBP_POLYOL_BIOSYNTHETIC_PROCESS	46	0.36346164	1.2271131	0.109195404	1	1	1094	"tags=22%,"	"list=10%,"	signal=24%
GOBP_BENZENE_CONTAINING_COMPOUND_METABOLIC_PROCESS	16	0.5298529	1.2263594	0.16190477	1	1	936	"tags=38%,"	"list=9%,"	signal=41%
GOBP_POSITIVE_REGULATION_OF_TRANSLATION	75	0.34788394	1.2256833	0.16500995	1	1	2619	"tags=28%,"	"list=25%,"	signal=37%
GOBP_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORT	59	0.4068347	1.2256781	0.15594542	1	1	591	"tags=14%,"	"list=6%,"	signal=14%
GOBP_ADAPTATION_OF_SIGNALING_PATHWAY	18	0.4750376	1.2249528	0.19762845	1	1	972	"tags=28%,"	"list=9%,"	signal=31%
GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS	50	0.40745318	1.2226465	0.1262136	1	1	1001	"tags=26%,"	"list=9%,"	signal=29%
GOBP_CYTOKINESIS	112	0.3091225	1.2220644	0.15576923	1	1	1133	"tags=14%,"	"list=11%,"	signal=16%
GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT	119	0.28704062	1.2128721	0.119373776	1	1	1772	"tags=19%,"	"list=17%,"	signal=23%
GOBP_VESICLE_LOCALIZATION	129	0.243949	1.2076592	0.1471173	1	1	1235	"tags=9%,"	"list=12%,"	signal=10%
GOBP_ANTEROGRADE_AXONAL_TRANSPORT	31	0.34791028	1.2006572	0.25148514	1	1	159	"tags=6%,"	"list=2%,"	signal=7%
GOBP_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY	24	0.45502812	1.1996623	0.1634981	1	1	983	"tags=38%,"	"list=9%,"	signal=41%
GOBP_TYPE_2_IMMUNE_RESPONSE	19	0.47866175	1.1992753	0.178	1	1	662	"tags=26%,"	"list=6%,"	signal=28%
GOBP_REGULATION_OF_CYTOKINESIS	58	0.38069004	1.1961613	0.22330096	1	1	1600	"tags=22%,"	"list=15%,"	signal=26%
GOBP_CELLULAR_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	65	0.38410082	1.1956095	0.15841584	1	1	1542	"tags=20%,"	"list=15%,"	signal=23%
GOBP_ENDOSOME_ORGANIZATION	62	0.36748952	1.1943307	0.2569721	1	1	1542	"tags=16%,"	"list=15%,"	signal=19%
GOBP_REFLEX	16	0.52786547	1.1929306	0.22543353	1	1	867	"tags=31%,"	"list=8%,"	signal=34%
GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY	46	0.39674678	1.1922152	0.23220974	1	1	850	"tags=11%,"	"list=8%,"	signal=12%
GOBP_ACTIVATION_OF_GTPASE_ACTIVITY	56	0.34672302	1.1916009	0.187251	1	1	1098	"tags=14%,"	"list=10%,"	signal=16%
GOBP_PROTEIN_TETRAMERIZATION	49	0.40221885	1.190802	0.21289062	1	1	489	"tags=18%,"	"list=5%,"	signal=19%
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY_INVOLVED_IN_APOPTOTIC_PROCESS	29	0.3816129	1.1832813	0.1919192	1	1	1575	"tags=21%,"	"list=15%,"	signal=24%
GOBP_REGULATION_OF_CELLULAR_SENESCENCE	32	0.46593627	1.1827351	0.21428572	1	1	487	"tags=19%,"	"list=5%,"	signal=20%
GOBP_ADHERENS_JUNCTION_ORGANIZATION	37	0.35973203	1.1822946	0.2854251	1	1	2099	"tags=30%,"	"list=20%,"	signal=37%
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS	86	0.30868053	1.1819428	0.108986616	1	1	1102	"tags=17%,"	"list=10%,"	signal=19%
GOBP_POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION_INVOLVED_IN_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_SIGNALING_PATHWAY	25	0.52189	1.1812663	0.21764706	1	1	1560	"tags=40%,"	"list=15%,"	signal=47%
GOBP_REGULATION_OF_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	20	0.49565342	1.1794943	0.25298804	1	1	586	"tags=25%,"	"list=6%,"	signal=26%
GOBP_CYTOSKELETON_DEPENDENT_CYTOKINESIS	69	0.32346255	1.1794068	0.21165049	1	1	1133	"tags=13%,"	"list=11%,"	signal=15%
GOBP_NEGATIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	53	0.40542075	1.1785481	0.20502901	1	1	591	"tags=13%,"	"list=6%,"	signal=14%
GOBP_REGULATION_OF_UBIQUITIN_PROTEIN_LIGASE_ACTIVITY	16	0.5370844	1.1782974	0.24904943	1	1	1280	"tags=25%,"	"list=12%,"	signal=28%
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_VACUOLE	35	0.2988731	1.1778575	0.2778865	1	1	1073	"tags=11%,"	"list=10%,"	signal=13%
GOBP_HISTONE_H2A_MONOUBIQUITINATION	15	0.4661028	1.1778134	0.21923077	1	1	934	"tags=27%,"	"list=9%,"	signal=29%
GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	22	0.469486	1.1750681	0.23091602	1	1	1055	"tags=23%,"	"list=10%,"	signal=25%
GOBP_RRNA_METABOLIC_PROCESS	172	0.31168482	1.1729677	0.14314115	1	1	2744	"tags=37%,"	"list=26%,"	signal=49%
GOBP_MATURATION_OF_LSU_RRNA	19	0.5017048	1.1724439	0.24564797	1	1	1968	"tags=42%,"	"list=19%,"	signal=52%
GOBP_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	93	0.3569399	1.1685497	0.16403162	1	1	1436	"tags=22%,"	"list=14%,"	signal=25%
GOBP_RRNA_MODIFICATION	18	0.4251395	1.1666957	0.23306774	1	1	1111	"tags=28%,"	"list=10%,"	signal=31%
GOBP_CELLULAR_CARBOHYDRATE_CATABOLIC_PROCESS	25	0.45887074	1.1662741	0.23236515	1	1	1331	"tags=32%,"	"list=13%,"	signal=37%
GOBP_QUINONE_METABOLIC_PROCESS	16	0.45619246	1.1657629	0.24206349	1	1	1527	"tags=31%,"	"list=14%,"	signal=36%
GOBP_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN	17	0.46844915	1.1648602	0.21062993	1	1	1132	"tags=29%,"	"list=11%,"	signal=33%
GOBP_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	42	0.36165917	1.1632991	0.2716763	1	1	2519	"tags=31%,"	"list=24%,"	signal=40%
GOBP_VIRAL_RELEASE_FROM_HOST_CELL	19	0.4214114	1.1610683	0.3148148	1	1	5	"tags=5%,"	"list=0%,"	signal=5%
GOBP_ATRIOVENTRICULAR_VALVE_DEVELOPMENT	19	0.44525898	1.1606863	0.24763705	1	1	827	"tags=21%,"	"list=8%,"	signal=23%
GOBP_MRNA_3_END_PROCESSING	36	0.35776016	1.1598277	0.26597938	1	1	231	"tags=8%,"	"list=2%,"	signal=8%
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING	15	0.5053264	1.1593618	0.32931727	1	1	2181	"tags=33%,"	"list=21%,"	signal=42%
