NAME	SIZE	ES	NES	NOM_p-val	FDR_q-val	FWER_p-val	RANK_AT_MAX	LEADING_EDGE		
GOBP_NEGATIVE_REGULATION_OF_GTPASE_ACTIVITY	15	0.6225578	1.7194527	0.012096774	0.17779936	0.924	1150	"tags=33%,"	"list=12%,"	signal=38%
GOBP_SISTER_CHROMATID_COHESION	24	0.6028672	1.7079865	0.016096579	0.17787045	0.939	2275	"tags=54%,"	"list=24%,"	signal=71%
GOBP_B_CELL_HOMEOSTASIS	20	0.62971234	1.8114431	0.002012072	0.1783101	0.714	1801	"tags=35%,"	"list=19%,"	signal=43%
GOBP_MICROTUBULE_ORGANIZING_CENTER_LOCALIZATION	18	0.6266921	1.7215847	0.008281574	0.17887335	0.92	2430	"tags=50%,"	"list=25%,"	signal=67%
GOBP_DNA_RECOMBINATION	167	0.40045393	1.6737121	0.014198783	0.17889474	0.973	2704	"tags=43%,"	"list=28%,"	signal=58%
GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	48	0.4930478	1.7155539	0.021912351	0.1796342	0.931	1688	"tags=31%,"	"list=18%,"	signal=38%
GOBP_NUCLEAR_TRANSPORT	153	0.37975186	1.7097124	0	0.17996317	0.938	1864	"tags=27%,"	"list=19%,"	signal=33%
GOBP_MRNA_EXPORT_FROM_NUCLEUS	32	0.40542403	1.7124319	0.022540983	0.1800128	0.935	3719	"tags=59%,"	"list=39%,"	signal=97%
GOBP_NUCLEUS_ORGANIZATION	75	0.48509094	1.7968016	0	0.18048066	0.75	1603	"tags=27%,"	"list=17%,"	signal=32%
GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	78	0.42710388	1.6704131	0.023952097	0.18064228	0.974	1862	"tags=33%,"	"list=19%,"	signal=41%
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	250	0.33566812	1.6746198	0.041322313	0.18081956	0.972	2780	"tags=32%,"	"list=29%,"	signal=44%
GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	81	0.38978636	1.6758223	0.029350106	0.18235368	0.971	3408	"tags=49%,"	"list=36%,"	signal=76%
GOBP_NCRNA_PROCESSING	233	0.36205924	1.8014852	0.02385686	0.18372451	0.74	2768	"tags=36%,"	"list=29%,"	signal=49%
GOBP_ORGANELLE_FISSION	270	0.39616835	1.6762626	0.012711864	0.18541959	0.971	1939	"tags=30%,"	"list=20%,"	signal=36%
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION	24	0.70098025	1.684829	0.014198783	0.18612325	0.962	1680	"tags=54%,"	"list=18%,"	signal=66%
GOBP_MRNA_TRANSPORT	62	0.38591403	1.6869805	0.02244898	0.18648723	0.96	3587	"tags=53%,"	"list=37%,"	signal=85%
GOBP_DNA_REPAIR	288	0.38231033	1.8137383	0.006060606	0.1879332	0.706	2523	"tags=36%,"	"list=26%,"	signal=48%
GOBP_CHROMOSOME_LOCALIZATION	50	0.49880633	1.6812385	0.03837953	0.18846704	0.969	1688	"tags=32%,"	"list=18%,"	signal=39%
GOBP_INTERSTRAND_CROSS_LINK_REPAIR	23	0.6582943	1.6763014	0.028169014	0.1891526	0.971	1651	"tags=48%,"	"list=17%,"	signal=58%
GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION	37	0.54563403	1.6980201	0.010416667	0.18921275	0.95	2451	"tags=46%,"	"list=26%,"	signal=61%
GOBP_TRNA_METHYLATION	20	0.63303953	1.6950991	0.019880716	0.18980373	0.954	1662	"tags=45%,"	"list=17%,"	signal=54%
GOBP_MRNA_METABOLIC_PROCESS	363	0.2748009	1.6628929	0.022132797	0.1901785	0.981	2403	"tags=25%,"	"list=25%,"	signal=32%
GOBP_REGULATION_OF_DNA_REPAIR	102	0.41675958	1.6872721	0.024390243	0.19023494	0.96	1939	"tags=30%,"	"list=20%,"	signal=38%
GOBP_DNA_TEMPLATED_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY	26	0.5508905	1.6607018	0.044444446	0.19053043	0.981	3169	"tags=73%,"	"list=33%,"	signal=109%
GOBP_SISTER_CHROMATID_SEGREGATION	124	0.45932004	1.6776958	0.040899795	0.1907139	0.97	2514	"tags=42%,"	"list=26%,"	signal=56%
GOBP_POSITIVE_REGULATION_OF_HISTONE_METHYLATION	26	0.56122816	1.6873951	0.012024048	0.19440703	0.959	907	"tags=23%,"	"list=9%,"	signal=25%
GOBP_DNA_REPLICATION	155	0.4163977	1.8179053	0.024439918	0.19575715	0.693	2633	"tags=44%,"	"list=27%,"	signal=60%
GOBP_BASE_EXCISION_REPAIR	27	0.4892735	1.6885895	0.025210084	0.19736597	0.957	3191	"tags=63%,"	"list=33%,"	signal=94%
GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	31	0.5016883	1.6481742	0.03285421	0.20149419	0.985	1897	"tags=39%,"	"list=20%,"	signal=48%
GOBP_CELL_CYCLE_DNA_REPLICATION	24	0.6004771	1.6428533	0.05668016	0.20386995	0.986	3191	"tags=75%,"	"list=33%,"	signal=112%
GOBP_RNA_EXPORT_FROM_NUCLEUS	43	0.38326275	1.6484085	0.027083334	0.20443423	0.985	3719	"tags=58%,"	"list=39%,"	signal=95%
GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING	76	0.41795623	1.6500068	0.025477707	0.20497788	0.985	2490	"tags=39%,"	"list=26%,"	signal=53%
GOBP_METHYLATION	188	0.42808264	1.8211792	0	0.20600593	0.681	1736	"tags=27%,"	"list=18%,"	signal=32%
GOBP_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	160	0.39124545	1.6432331	0.012219959	0.20655702	0.986	2408	"tags=36%,"	"list=25%,"	signal=48%
GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR	24	0.5813937	1.632402	0.02952756	0.2164263	0.992	1720	"tags=46%,"	"list=18%,"	signal=56%
GOBP_PEPTIDYL_LYSINE_METHYLATION	60	0.44497174	1.6305118	0.006147541	0.21695815	0.992	2860	"tags=40%,"	"list=30%,"	signal=57%
GOBP_REPLICATION_FORK_PROCESSING	21	0.5645527	1.6338506	0.040899795	0.21734786	0.991	2633	"tags=67%,"	"list=27%,"	signal=92%
GOBP_SULFUR_COMPOUND_CATABOLIC_PROCESS	18	0.5695049	1.6228726	0.016260162	0.22451934	0.993	2319	"tags=56%,"	"list=24%,"	signal=73%
GOBP_METAPHASE_PLATE_CONGRESSION	41	0.5542776	1.6232415	0.05531915	0.22735076	0.993	1671	"tags=34%,"	"list=17%,"	signal=41%
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR	62	0.46361023	1.6185067	0.036072146	0.22963679	0.993	1897	"tags=35%,"	"list=20%,"	signal=44%
GOBP_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS	450	0.31957242	1.6147261	0.012145749	0.23018622	0.996	2523	"tags=33%,"	"list=26%,"	signal=42%
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	57	0.46098644	1.6148541	0.055670105	0.23335585	0.996	1688	"tags=32%,"	"list=18%,"	signal=38%
GOBP_TELOMERE_MAINTENANCE_IN_RESPONSE_TO_DNA_DAMAGE	20	0.5251331	1.6111207	0.038306452	0.23433225	0.996	214	"tags=15%,"	"list=2%,"	signal=15%
GOBP_RIBOSOME_BIOGENESIS	165	0.35227233	1.599721	0.07302231	0.23509996	0.999	2780	"tags=35%,"	"list=29%,"	signal=49%
GOBP_PURINE_NUCLEOTIDE_TRANSPORT	18	0.57888883	1.6083295	0.00407332	0.23671955	0.998	1909	"tags=44%,"	"list=20%,"	signal=55%
GOBP_MITOTIC_METAPHASE_PLATE_CONGRESSION	34	0.587697	1.600119	0.060085837	0.23742089	0.999	1671	"tags=35%,"	"list=17%,"	signal=43%
GOBP_U2_TYPE_PRESPLICEOSOME_ASSEMBLY	19	0.5633326	1.6001638	0.035196688	0.24048564	0.999	1492	"tags=32%,"	"list=16%,"	signal=37%
GOBP_MITOTIC_NUCLEAR_DIVISION	165	0.41108042	1.6015427	0.049676027	0.2409967	0.999	1939	"tags=32%,"	"list=20%,"	signal=39%
GOBP_HISTONE_H3_K4_METHYLATION	33	0.48258123	1.6045175	0.034416825	0.24113911	0.998	2996	"tags=45%,"	"list=31%,"	signal=66%
GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS	27	0.5457931	1.6018206	0.056751467	0.24359614	0.999	1662	"tags=37%,"	"list=17%,"	signal=45%
GOBP_NCRNA_METABOLIC_PROCESS	332	0.319362	1.593234	0.024	0.24545114	1	2550	"tags=32%,"	"list=27%,"	signal=42%
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME	54	0.5037802	1.5913074	0.06451613	0.2463217	1	1916	"tags=39%,"	"list=20%,"	signal=48%
GOBP_RESPONSE_TO_GAMMA_RADIATION	32	0.4677134	1.5849912	0.014675053	0.2555472	1	2352	"tags=41%,"	"list=25%,"	signal=54%
GOBP_NEGATIVE_REGULATION_OF_METAPHASE_ANAPHASE_TRANSITION_OF_CELL_CYCLE	29	0.5340971	1.5822034	0.06762295	0.25842816	1	1680	"tags=34%,"	"list=18%,"	signal=42%
GOBP_REGULATION_OF_DNA_REPLICATION	64	0.40264612	1.5801716	0.072186835	0.25957403	1	2136	"tags=39%,"	"list=22%,"	signal=50%
GOBP_FIBROBLAST_APOPTOTIC_PROCESS	15	0.65090054	1.5781814	0.020920502	0.26055276	1	1073	"tags=40%,"	"list=11%,"	signal=45%
GOBP_REGULATION_OF_DNA_METABOLIC_PROCESS	254	0.34214932	1.5665458	0.022916667	0.27261978	1	2520	"tags=34%,"	"list=26%,"	signal=45%
GOBP_MITOCHONDRIAL_GENOME_MAINTENANCE	16	0.53118193	1.5666382	0.071283095	0.27556455	1	1518	"tags=25%,"	"list=16%,"	signal=30%
GOBP_TRNA_METABOLIC_PROCESS	108	0.39293328	1.5691621	0.05788423	0.2766119	1	2768	"tags=39%,"	"list=29%,"	signal=54%
GOBP_PROTEIN_METHYLATION	97	0.35751846	1.5672941	0.016528925	0.27728477	1	2860	"tags=35%,"	"list=30%,"	signal=49%
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	42	0.44016963	1.5614101	0.024193548	0.2774034	1	2576	"tags=40%,"	"list=27%,"	signal=55%
GOBP_ER_NUCLEUS_SIGNALING_PATHWAY	29	0.46218964	1.561778	0.048262548	0.27974102	1	1349	"tags=24%,"	"list=14%,"	signal=28%
GOBP_PEPTIDYL_LYSINE_TRIMETHYLATION	26	0.49071133	1.5531989	0.034	0.2798677	1	2996	"tags=46%,"	"list=31%,"	signal=67%
GOBP_DNA_REPLICATION_INITIATION	16	0.5984847	1.5500067	0.06100218	0.28085366	1	3077	"tags=75%,"	"list=32%,"	signal=110%
GOBP_MANNOSYLATION	24	0.5148223	1.5579814	0.035643563	0.28132507	1	2868	"tags=54%,"	"list=30%,"	signal=77%
GOBP_NUCLEAR_EXPORT	82	0.33470625	1.5467615	0.041753653	0.28199077	1	3719	"tags=55%,"	"list=39%,"	signal=89%
GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE	26	0.5862689	1.5535716	0.05427975	0.28199214	1	1671	"tags=38%,"	"list=17%,"	signal=46%
GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION	26	0.5693733	1.5506669	0.08634538	0.28223458	1	2593	"tags=62%,"	"list=27%,"	signal=84%
GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE	95	0.35828072	1.5479813	0.012219959	0.2822831	1	2373	"tags=34%,"	"list=25%,"	signal=44%
GOBP_MITOPHAGY	17	0.4844478	1.5558616	0.04375	0.282966	1	355	"tags=12%,"	"list=4%,"	signal=12%
GOBP_LYMPHOCYTE_HOMEOSTASIS	43	0.47244686	1.5446467	0.040935673	0.2840859	1	1527	"tags=23%,"	"list=16%,"	signal=28%
GOBP_RNA_3_END_PROCESSING	55	0.41374418	1.5537959	0.049407113	0.28453812	1	2401	"tags=38%,"	"list=25%,"	signal=51%
GOBP_ESTABLISHMENT_OF_MITOTIC_SPINDLE_LOCALIZATION	20	0.52295536	1.5391537	0.04312115	0.2940784	1	2971	"tags=55%,"	"list=31%,"	signal=80%
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	34	0.5181043	1.5333894	0.10240964	0.3009543	1	2274	"tags=41%,"	"list=24%,"	signal=54%
GOBP_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_NONHOMOLOGOUS_END_JOINING	15	0.6075658	1.5339398	0.059063137	0.30273294	1	1897	"tags=53%,"	"list=20%,"	signal=66%
GOBP_REGULATION_OF_CHROMOSOME_SEPARATION	53	0.43161565	1.5305325	0.097165994	0.3046143	1	1688	"tags=30%,"	"list=18%,"	signal=36%
GOBP_PROTEIN_LOCALIZATION_TO_ORGANELLE	459	0.29263827	1.527531	0.002020202	0.3054133	1	1875	"tags=22%,"	"list=20%,"	signal=27%
GOBP_REGULATION_OF_MEIOTIC_NUCLEAR_DIVISION	18	0.6145636	1.5288266	0.015414258	0.30544654	1	2208	"tags=50%,"	"list=23%,"	signal=65%
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION	128	0.33754382	1.5222368	0.076	0.31146985	1	1939	"tags=24%,"	"list=20%,"	signal=30%
GOBP_CHROMOSOME_SEPARATION	64	0.42804578	1.5229204	0.088477366	0.31265673	1	1688	"tags=30%,"	"list=18%,"	signal=36%
GOBP_TELOMERE_MAINTENANCE	76	0.36133343	1.5184618	0.05498982	0.3176842	1	1939	"tags=25%,"	"list=20%,"	signal=31%
GOBP_AMINO_ACID_ACTIVATION	17	0.52306813	1.5155525	0.08267716	0.32178658	1	2550	"tags=41%,"	"list=27%,"	signal=56%
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	15	0.5669269	1.5086666	0.046464648	0.32616517	1	3005	"tags=60%,"	"list=31%,"	signal=87%
GOBP_REGULATION_OF_HISTONE_H3_K4_METHYLATION	18	0.5436562	1.510464	0.06952965	0.32770762	1	580	"tags=17%,"	"list=6%,"	signal=18%
GOBP_PEPTIDYL_LYSINE_ACETYLATION	91	0.36825982	1.5091869	0.08299595	0.32788453	1	2274	"tags=30%,"	"list=24%,"	signal=39%
GOBP_PROTEIN_AUTOUBIQUITINATION	32	0.42415696	1.4801725	0.040084388	0.32796222	1	2190	"tags=41%,"	"list=23%,"	signal=52%
GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT	26	0.45461822	1.4860799	0.060728744	0.32866463	1	2451	"tags=54%,"	"list=26%,"	signal=72%
GOBP_POSITIVE_REGULATION_OF_DNA_REPAIR	61	0.40730748	1.5051025	0.075510204	0.32896778	1	1939	"tags=25%,"	"list=20%,"	signal=31%
GOBP_CELL_DIVISION	331	0.33506626	1.4774497	0.05383023	0.32925886	1	2123	"tags=30%,"	"list=22%,"	signal=37%
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	84	0.4205798	1.5110738	0.06526316	0.32934442	1	1729	"tags=31%,"	"list=18%,"	signal=37%
GOBP_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS	141	0.30535683	1.4847119	0.032323234	0.3294741	1	2318	"tags=28%,"	"list=24%,"	signal=36%
GOBP_RRNA_METABOLIC_PROCESS	144	0.30892158	1.5036725	0.075	0.32971016	1	2545	"tags=30%,"	"list=27%,"	signal=40%
GOBP_MITOTIC_DNA_INTEGRITY_CHECKPOINT_SIGNALING	43	0.3715682	1.4781923	0.062240664	0.3299736	1	2469	"tags=42%,"	"list=26%,"	signal=56%
GOBP_HISTONE_H4_ACETYLATION	33	0.4824728	1.5058268	0.06185567	0.33021724	1	2274	"tags=33%,"	"list=24%,"	signal=44%
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	83	0.38470262	1.4801774	0.052953158	0.3303561	1	2352	"tags=30%,"	"list=25%,"	signal=40%
GOBP_TETRAPYRROLE_BIOSYNTHETIC_PROCESS	17	0.5488401	1.4864342	0.06841046	0.330365	1	1815	"tags=53%,"	"list=19%,"	signal=65%
GOBP_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT	52	0.4128648	1.4831597	0.02886598	0.3305694	1	1692	"tags=25%,"	"list=18%,"	signal=30%
GOBP_CELLULAR_RESPONSE_TO_GAMMA_RADIATION	17	0.5343248	1.4820251	0.046413504	0.3307926	1	2292	"tags=41%,"	"list=24%,"	signal=54%
GOBP_NUCLEOTIDE_EXCISION_REPAIR	40	0.4064218	1.4807982	0.072765075	0.3312556	1	3279	"tags=50%,"	"list=34%,"	signal=76%
GOBP_CENTROMERE_COMPLEX_ASSEMBLY	16	0.610358	1.4870062	0.07114624	0.3314735	1	1688	"tags=44%,"	"list=18%,"	signal=53%
GOBP_CENTRIOLE_ASSEMBLY	23	0.47958824	1.5017006	0.108481266	0.3318093	1	2771	"tags=48%,"	"list=29%,"	signal=67%
GOBP_NUCLEAR_ENVELOPE_ORGANIZATION	32	0.45887482	1.4987019	0.07377049	0.33335453	1	2430	"tags=38%,"	"list=25%,"	signal=50%
GOBP_FEMALE_MEIOTIC_NUCLEAR_DIVISION	15	0.57005286	1.4872744	0.07535642	0.33338	1	3242	"tags=67%,"	"list=34%,"	signal=101%
GOBP_TRNA_PROCESSING	84	0.38812703	1.4971118	0.06776181	0.33421597	1	2768	"tags=37%,"	"list=29%,"	signal=51%
GOBP_T_CELL_HOMEOSTASIS	29	0.50255483	1.4992852	0.058252428	0.33477604	1	1527	"tags=28%,"	"list=16%,"	signal=33%
GOBP_MITOTIC_SPINDLE_ORGANIZATION	69	0.42992762	1.4874635	0.0754717	0.33554712	1	1729	"tags=33%,"	"list=18%,"	signal=40%
GOBP_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	15	0.50231415	1.4730499	0.076754384	0.33667505	1	896	"tags=20%,"	"list=9%,"	signal=22%
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	233	0.299958	1.4719436	0.03448276	0.33673522	1	1864	"tags=22%,"	"list=19%,"	signal=27%
GOBP_REGULATION_OF_CELL_CYCLE_PROCESS	355	0.30449703	1.4949384	0.01923077	0.337053	1	1688	"tags=24%,"	"list=18%,"	signal=28%
GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS_EXONUCLEOLYTIC	23	0.5463638	1.4706292	0.087866105	0.3374724	1	2125	"tags=43%,"	"list=22%,"	signal=56%
GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR	44	0.46108028	1.4875247	0.03992016	0.33805278	1	1014	"tags=25%,"	"list=11%,"	signal=28%
GOBP_IMPORT_INTO_NUCLEUS	77	0.38995403	1.4929197	0.019723866	0.338927	1	1864	"tags=29%,"	"list=19%,"	signal=35%
GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION	83	0.34936592	1.4914372	0.045454547	0.33957136	1	1683	"tags=28%,"	"list=18%,"	signal=33%
GOBP_PROTEIN_TARGETING_TO_MITOCHONDRION	60	0.39445862	1.4879009	0.10042735	0.33972776	1	1300	"tags=18%,"	"list=14%,"	signal=21%
GOBP_NEGATIVE_REGULATION_OF_ORGANELLE_ORGANIZATION	202	0.33321095	1.4681159	0.021008404	0.34106848	1	2451	"tags=33%,"	"list=26%,"	signal=44%
GOBP_MITOTIC_SPINDLE_ASSEMBLY	40	0.45059404	1.4894024	0.07186858	0.34166232	1	3204	"tags=52%,"	"list=33%,"	signal=79%
GOBP_MICROTUBULE_NUCLEATION	19	0.48621032	1.4879619	0.08130081	0.3422856	1	1862	"tags=32%,"	"list=19%,"	signal=39%
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION	21	0.5226047	1.46297	0.055555556	0.34811804	1	3005	"tags=57%,"	"list=31%,"	signal=83%
GOBP_CELLULAR_RESPONSE_TO_IONIZING_RADIATION	40	0.43576184	1.463322	0.029821074	0.34973913	1	2070	"tags=38%,"	"list=22%,"	signal=48%
GOBP_INTRACELLULAR_LIPID_TRANSPORT	27	0.52981496	1.4592298	0.06315789	0.35031646	1	1631	"tags=37%,"	"list=17%,"	signal=45%
GOBP_PEPTIDYL_LYSINE_MODIFICATION	189	0.299866	1.4599595	0.015841585	0.35091838	1	1931	"tags=22%,"	"list=20%,"	signal=27%
GOBP_HOMOLOGOUS_RECOMBINATION	30	0.4983811	1.4600707	0.05263158	0.35299295	1	2784	"tags=67%,"	"list=29%,"	signal=94%
GOBP_REGULATION_OF_DNA_RECOMBINATION	68	0.41570756	1.4565326	0.09355509	0.35438585	1	2704	"tags=41%,"	"list=28%,"	signal=57%
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	22	0.4922383	1.4534602	0.084337346	0.3594364	1	1349	"tags=27%,"	"list=14%,"	signal=32%
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	167	0.32803833	1.4494038	0.081932776	0.36679637	1	2490	"tags=34%,"	"list=26%,"	signal=45%
GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR	40	0.45201054	1.4462168	0.093877554	0.37251288	1	1897	"tags=30%,"	"list=20%,"	signal=37%
GOBP_PROTEIN_FOLDING	116	0.3639309	1.4451519	0.05970149	0.3727712	1	1804	"tags=27%,"	"list=19%,"	signal=33%
GOBP_NEURON_CELLULAR_HOMEOSTASIS	19	0.53128314	1.4439802	0.0501002	0.3731596	1	3128	"tags=84%,"	"list=33%,"	signal=125%
GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	216	0.31571522	1.4413401	0.04680851	0.3771881	1	2490	"tags=33%,"	"list=26%,"	signal=44%
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR	17	0.52045476	1.439043	0.08582834	0.38043344	1	1223	"tags=29%,"	"list=13%,"	signal=34%
GOBP_MEIOTIC_CELL_CYCLE	148	0.3684688	1.4370122	0.014314928	0.38329542	1	2496	"tags=41%,"	"list=26%,"	signal=54%
GOBP_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	129	0.26416862	1.4196372	0.05773196	0.40388283	1	2695	"tags=29%,"	"list=28%,"	signal=39%
GOBP_DEVELOPMENTAL_PIGMENTATION	23	0.5056274	1.4224648	0.104950495	0.4039273	1	1400	"tags=30%,"	"list=15%,"	signal=36%
GOBP_NUCLEAR_MEMBRANE_REASSEMBLY	17	0.57131803	1.4209794	0.12778905	0.40505248	1	751	"tags=24%,"	"list=8%,"	signal=25%
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	157	0.25725594	1.4276952	0.10721248	0.40521446	1	1508	"tags=14%,"	"list=16%,"	signal=16%
GOBP_MRNA_3_END_PROCESSING	35	0.43489373	1.4199293	0.11336032	0.4055877	1	2401	"tags=43%,"	"list=25%,"	signal=57%
