SRX033480 SRX033488 SRX033481 SRX033489 SRX033482 SRX033490 SRX033483 SRX033476 SRX033478 SRX033479 SRX033472 SRX033473 SRX033474 SRX033475 SRX033491 SRX033484 SRX033492 SRX033485 SRX033493 SRX033486 SRX033494
ENSMUSG00000000131 10.4152457783926 10.5343848557304 10.3891305441288 10.5414250779782 10.5278293828869 10.5152344794058 10.5234983380179 10.5811675658263 10.4715147342515 10.7053402048475 10.7582451674871 10.8061207762334 10.736473366638 10.7201617866473 10.5914424319786 10.6274827261424 10.7438322099058 10.7901275647967 10.6416788424034 10.7750857184352 10.4657837193157
ENSMUSG00000000149 10.5164987248231 10.8434525335609 10.6239754913852 10.8530891514185 10.878389794547 10.7809006374607 10.7056830585361 11.5566717449173 11.0751914923733 11.1659952615323 10.9476317195539 11.1271923427147 10.8771070922708 10.6595703110691 10.6631579222014 10.6219199731174 10.4510943424933 10.6995470609901 10.6118853521861 10.4607563978637 10.7189734910167
ENSMUSG00000000168 5.50099484077337 5.74964359487389 5.63141857359804 5.61640467721639 5.722247424779 5.37149091694857 5.56867125988012 5.56001273996011 5.62148316033619 5.44658237799127 5.65469248719502 5.36695011396697 5.47348338778036 5.62451138304527 5.30910176798225 5.34489449947456 5.23550669165494 5.00457829798436 5.05913251837063 5.29723866496277 5.44627842800211
ENSMUSG00000000171 9.66197718334901 9.88225947927819 9.65819301392538 9.6717573236311 9.74170063518531 9.57198031126309 9.7647453667369 9.56570186810042 9.52344394894791 9.53513672403514 9.90195280954709 9.86578329841973 9.80235144387063 9.65127709407306 9.88282157296285 9.75574040360174 9.73908448163825 9.48304742266257 9.65061149599526 9.61410655419474 9.90785161187783
ENSMUSG00000000184 8.57594125513554 8.40657680631957 8.41809111781669 8.34932636798573 8.47236848049821 8.51642462908375 8.56466998949033 9.039860212356 8.83191495949127 8.99238786383828 8.2534753804688 8.36025771014138 8.02232221370212 8.40868842275947 8.01419029789692 8.18795121004144 8.15893783818287 8.52889888885316 8.3926638419813 8.26642395196518 8.20128682700741
ENSMUSG00000000197 9.95142857383795 9.80767296026277 10.0856651282379 9.92776046588495 9.89746728471082 9.82624427463336 9.89285767122949 9.88100624168721 9.67567415957191 9.76755070318917 9.74356368318656 9.71429081064139 9.6571621648717 9.91019962347798 9.5678157117326 10.0434463446152 9.62045361753856 9.97211378596089 9.85524552094925 10.0284213479872 9.90785161187783
ENSMUSG00000000202 5.66263400252165 5.63255309592936 5.74099441696576 5.70706137952362 5.31846559985998 5.68317070655718 5.56867125988012 6.143302563223 6.01495484136181 5.90828534714797 6.22820783132421 5.77733021765436 6.00312052416966 5.62451138304527 5.81130308984962 5.38814373964117 5.63903940659772 5.81081273200363 5.49692855429553 5.54214696516904 5.78871266307688
ENSMUSG00000000223 7.71658950462074 7.82012364913691 8.13600307235679 7.73376998498487 7.81778732608527 7.67081205690451 7.83258079852606 7.4706096335983 7.84500517161486 7.88916670562116 7.68918455504706 7.84154242828794 7.85138599712807 7.98557889349716 7.71401731740264 7.80301273638895 7.90188716992651 8.17653339165578 8.05607728382969 8.09729476472826 7.65383152042198
ENSMUSG00000000247 6.08075546860079 6.54455751284943 6.31434521023983 6.20062949700567 6.32085213348588 6.21442256220444 6.09503668737962 6.27202506430599 6.29507167392771 6.77196795523563 6.40031418866929 6.34196088650051 6.74860990535778 5.78460976616991 6.14785941283926 6.06463269289084 6.32452985338359 6.57940365459156 6.16016375759248 6.24396485545426 6.21681013684912
ENSMUSG00000000253 6.27736120925108 6.36668162848802 6.31434521023983 6.53320712050113 6.54025172829141 6.64832886872682 6.17777141459561 6.58253247664023 6.25860177471429 6.28524119012424 7.0073042921455 7.00567676613632 6.41672149528517 6.60520477888329 6.60682533754005 6.39399421999775 6.48296300596255 6.14057250303749 6.45965085849424 5.846543716158 6.61174482767714
ENSMUSG00000000275 5.44126854455369 5.41495456192962 5.37292432562737 5.35010597110282 5.38650090864395 5.04089701649671 5.06128334124652 5.70749967802022 5.68221153731917 5.90828534714797 5.91711252983982 5.86032390193055 5.47348338778036 5.70734163866243 5.08925031130369 5.71384860049236 5.50526128760189 5.55793550584993 5.13093423044624 5.35116156050548 5.41911630193037
ENSMUSG00000000276 10.0412610361557 9.83022138442106 10.0294386576139 9.86627062789118 9.89984671733203 9.76866336121088 9.88517568375732 9.64802861591219 9.75239558074531 10.0626871299965 9.44674599631024 9.74424379707122 9.59754015317555 9.88296818683879 9.46154788586449 9.63938096813451 9.59811782761993 9.45322443133919 9.52707239526189 9.83896498197236 9.50379137488305
ENSMUSG00000000278 7.81987341487831 7.48858550507211 7.45209328372131 7.40139330259017 7.28328363532724 7.73947241421731 7.63468754952511 7.16140591815149 7.35998310130033 7.34630769543619 6.98124079220624 7.04974816207898 7.45310724479543 7.53074303917124 7.3607870266079 7.26414759485755 7.61668938971437 7.12100127434507 7.57245767969575 7.17367442300166 7.5038666096264
ENSMUSG00000000282 5.44126854455369 5.44471007325124 4.90496750305263 5.31927385766939 5.16599372196857 5.1175173708322 5.06128334124652 4.97700189017652 5.1585520951698 5.40156417412749 4.75856840334134 5.59115950362549 5.13125663865087 5.32988024889781 5.41511648236632 5.38814373964117 5.1712033760758 5.50962746268516 5.22864071693445 5.29723866496277 5.23861257027168
ENSMUSG00000000296 8.13186264053687 8.44098809392387 8.609594918876 8.54916306880149 8.28799392403301 8.52160799552451 8.16121361400301 8.46547665345414 8.14565079797679 8.13941855928973 7.83284967981683 8.23893537393207 7.77016250507399 8.03610832295814 8.18415753372082 7.97664413147819 8.12633943365123 7.56220696542989 8.12286023248978 7.83789257267097 8.46896393995746
ENSMUSG00000000326 8.45333163847462 8.76108487231951 8.62234438588006 8.75064724466248 8.70278020645335 8.64308726093595 8.84402307234645 9.056846942874 8.56000915644567 9.05441548220857 8.5081601289553 8.6726581647994 8.31863613666355 8.09855671006498 8.32773626855641 8.30401299610133 8.23121248541446 8.38093191513864 8.22058364835116 8.23764997538744 8.30449590608538
ENSMUSG00000000340 8.54024476817759 8.34181491968045 8.53737578101773 8.30834878892635 8.22847954067454 8.33982708718903 8.25986217878652 7.79569250162158 8.1598509944345 7.49820465151329 7.41825888843426 7.47653493481925 7.26324419806057 7.91014589352751 8.11145673374851 8.04504733644615 7.99882437867145 7.84876931482853 8.15830453365436 8.1722366970414 8.14327510937707
ENSMUSG00000000346 9.78125747303801 9.82786440612679 9.52555207916584 9.61615748212606 9.74963811240097 9.75445088480819 9.68291710752663 9.33661007680601 9.57540783666825 9.2312937257536 9.13767009022545 9.38726863623283 9.25860901977419 9.40547293471608 9.48792533593458 9.63938096813451 9.65161007426155 9.53055532373744 9.70374239861936 9.71747152248577 9.59290340332314
ENSMUSG00000000365 5.23760343062389 5.32007578395503 5.50996360039365 5.38001077320102 5.51033065478983 5.18784545245127 4.89441238789951 4.84849083258915 5.2959389797324 5.25294583931903 5.20350574295737 5.23310065931263 5.19757631457225 4.98989319667793 5.251463905882 5.29967214896428 4.98583325904475 5.29038976935177 5.39802151020922 5.4510184195651 5.57252043126163
ENSMUSG00000000374 10.8601668589472 10.9090108615372 10.845009305292 10.8833663812413 10.9200023867321 10.8457415163672 10.8067119966867 10.7283959131818 10.6466643980875 10.9515386491264 10.964047766202 10.9678373248159 10.8934026322344 10.8085968082253 10.8970774484039 10.8867911953257 10.9601356753555 11.0466335800675 10.8630871734753 10.9238332095092 10.7334502509978
ENSMUSG00000000399 10.23570998828 10.393300872802 10.2809177895279 10.3149920212096 10.2653906580693 10.154788097578 10.4473077059518 10.3762418037081 10.2291478543435 10.0626871299965 10.2120912081363 10.2149562936657 10.2100802194863 9.97426764152409 10.2920316953635 10.3620512725991 10.2151132717276 9.79759639549315 10.1742823936291 9.91522514318117 10.359284115563
ENSMUSG00000000402 6.08075546860079 6.04428818172493 6.2809650442115 5.92519216698194 6.01989499022197 6.11607747884764 6.00650914397118 5.88669638985459 5.79481164851367 5.30503476390628 5.1445062871371 5.01721735582126 5.13125663865087 5.20893271066313 5.43997442652244 5.54502288651859 5.20392157184081 5.22704942426219 5.28844789835627 5.40231054120023 5.30255342083441
ENSMUSG00000000420 9.1924621638782 8.92679888602158 9.05716860782737 9.03154713198293 8.83813117156473 8.92497802498102 8.79150389003385 8.6107436498381 8.65980143185505 8.56358988292453 8.64911108983409 8.58696321034535 8.43351318411024 8.79475808819205 8.98336728024334 8.94225210945936 8.89036714623884 8.65351724211148 9.05954082014048 8.98957086503538 9.05361773844745
ENSMUSG00000000439 7.33828038719196 7.43330781316709 7.34752830833874 7.48354868775557 7.78708723615213 7.57879195874203 7.48898707610951 7.13383245199134 7.12685566099821 7.35629527361862 7.54705310686127 7.53148677338944 7.26324419806057 7.47925173404138 7.54596854019406 7.34839360531866 7.66305758159753 7.2545085822422 7.64724469165444 7.37915255233012 7.55738854707909
ENSMUSG00000000440 5.44126854455369 5.9156086845924 5.50996360039365 5.61640467721639 5.67289391758021 5.42579567338122 5.73345759106743 5.08682897284749 5.8213495845473 5.75187706287162 5.65469248719502 5.80564362779641 6.20055114992834 5.4375382396983 5.62033647033281 5.34489449947456 5.7958314075087 5.84808640521662 5.93995321580971 5.70440633521376 5.27112010983586
ENSMUSG00000000489 8.55224242954175 8.22811829909471 8.13600307235679 8.09125653787686 8.4000884391313 7.97760852445949 8.45456014797155 8.55027597525767 8.78698042236981 9.23932517008923 8.68923023229386 8.68301949771492 8.87379058293841 8.37549744986218 8.21465070237773 7.94714735097551 8.46275349741405 8.41515672646813 7.94597689010514 8.30020722739274 7.73490198353789
ENSMUSG00000000531 9.1338658302617 8.32850416114858 8.96015408021955 8.64586986006087 9.39549670699515 8.92693081327787 9.15338868941753 9.6983523376482 9.4056342123435 9.72625643726946 9.56774852220115 9.69567500893803 9.78189567914595 9.58763119829699 9.24736963968985 9.00919291088355 9.08734031631043 9.4504823915066 8.83167815507661 9.10533848561618 9.10087670147254
ENSMUSG00000000532 11.2675495114688 11.0012951743486 11.0330604699544 11.0147041787934 11.1014653667791 10.8343559518502 11.0816436212559 11.0963423651491 11.1438230505928 11.2967165373436 11.287980178137 11.3217707660695 11.4214606180458 11.2380314046163 11.0148587417375 10.9414060137621 10.9992217970942 11.1294946544506 10.938881362685 10.9620324808024 10.9191680469025
ENSMUSG00000000552 9.63688917904832 9.59543289148639 9.69179639519169 9.57167507682629 9.66543048673178 9.65319423236635 9.73299737550125 10.3019255076457 10.1906147244537 10.1101485507246 10.3817832945048 10.2197011536953 10.4349951024018 10.1213270461816 9.77884552850548 9.77759254755163 9.61226485941767 10.2094792756107 9.67298785565311 9.76449108365737 9.8312946699279
ENSMUSG00000000555 7.96199624365203 8.1770182285385 8.39597200548136 8.42498393465283 8.84309096424527 8.30415124110216 8.28349858006914 8.78699030295765 8.13610514844288 8.53338340051572 8.26415460872164 8.82386823653575 8.32432019463504 8.54922454299011 8.2910234141118 8.34522291620214 8.08621536252563 8.23523049239137 8.43001048041743 8.33864063565361 8.72962908536084
ENSMUSG00000000560 9.54097251112353 9.48755685269298 9.50850820352419 9.53534594584822 9.59374476033403 9.41677413288386 9.5483141366423 8.75461817795701 8.93160615940514 8.58478356477064 9.61010573751102 9.9778683817392 9.55235549302321 10.31567136112 10.3012651358773 10.730154307342 10.2961932665617 10.1717017459833 10.2371888113845 10.7201605260721 10.638184478397
ENSMUSG00000000562 5.75879524322843 5.72715960285714 5.84112608955821 5.28743794672216 5.16599372196857 5.78312377039926 5.13323874762904 5.59110721067836 5.20665867452861 5.07613514787788 5.61728346431764 5.13188243973315 5.47348338778036 5.14196481937813 5.55616342667163 5.34489449947456 5.52872597975788 4.81118114769218 5.60892623800551 5.17928487168739 5.49857534134995
ENSMUSG00000000567 8.83347937134101 8.18072930670078 8.58375150492767 8.31472974530547 8.37287526734879 8.53191894174968 8.6305857849984 8.61402949676919 8.64644212957258 8.5973513107908 8.37173136997214 8.44394121405637 8.48006400168356 8.54922454299011 8.31934711240489 8.45384825386268 8.35446459800633 8.98090464742698 8.40878869716313 8.27211007418826 8.35944405371001
ENSMUSG00000000568 10.1731159739616 9.54895909751067 10.0365880439076 9.70484308305166 10.0315383078367 9.8603328993515 9.88517568375732 10.1038569039563 10.1115286151929 9.6857040383443 9.88135199617244 9.72434445476171 9.91746737401644 9.85721284446143 9.65685432713311 9.31544397379039 9.55848184973893 9.03318163003164 9.66296145983864 9.41319798021232 9.9098929002752
ENSMUSG00000000594 9.1924621638782 9.34479945326876 9.34529862963686 9.3117405853862 9.15761219588604 9.44972464137731 9.23426898465838 9.13661768556243 9.11481823984756 9.28917667895313 9.13477016346562 9.18365182515504 9.10231923379406 8.96039827317549 9.19799568159182 9.11074651027943 9.23184207733356 9.32435472753934 9.24281082047756 9.04696422834075 8.93423660695636
ENSMUSG00000000600 9.36539659265763 9.32654399798565 9.337597506386 9.26811919977155 9.388733761944 9.44564680168918 9.31084778782069 8.82433190990674 9.16013453384261 8.71733018950852 8.44860007788365 8.6622216009985 8.33562116988452 9.06109956736983 9.15001951565806 9.3495226561784 9.32929458286539 8.91077452784199 9.41336883312568 9.47351451000455 9.41600506629057
ENSMUSG00000000605 11.7433708936127 11.805110379579 11.6168007780435 11.6540533270594 11.6215845727163 11.6008814723875 11.7189719543531 11.3587872333646 11.6360369983449 11.4669906554871 11.4500052909354 11.5962036523729 11.6405754541623 11.6416949595429 11.6839273989986 11.6379956512344 11.7302365336455 11.4919478924257 11.688470052945 11.7792499065304 11.6821210020349
ENSMUSG00000000627 5.44126854455369 5.87622156428963 5.79212115577458 5.66263786557275 5.76958157664436 5.68317070655718 5.69444690117343 5.62135200844403 5.71140289618247 6.24096510729659 5.85674585599089 6.07991919890563 6.06274510850816 5.78460976616991 5.81130308984962 5.91519698506342 6.028582377255 5.73254516387505 5.8395711794357 5.62621184457092 5.57252043126163
ENSMUSG00000000628 6.27736120925108 6.56814230705008 7.07457486990862 6.59943845609708 6.66111591156075 6.4490017485959 6.71776355325704 6.91301984287934 6.92798217092615 6.85992784439959 6.42032682702964 6.48047246981648 6.17415428769549 6.41535980991286 6.41368467505711 6.41206141981618 6.54548829988352 6.66000227054609 6.35953312216647 6.42569564063693 6.58030044766947
ENSMUSG00000000708 6.64631597086054 6.82317566691842 7.12996811824435 6.71303701938881 7.19179759265983 6.21442256220444 6.71776355325704 6.71442718996617 6.68224467024522 6.4097372434162 6.02958988591512 6.73447296193046 6.17415428769549 6.29686459902134 6.44609692295927 6.53209821557988 6.43959398634421 6.79049176556025 6.6114485195154 6.81061838450873 6.87475163626579
ENSMUSG00000000711 6.57536766522716 6.6141096473864 6.09978341927538 6.11012803602061 6.8548359885981 6.15915342885594 6.5674703642282 6.40506541949259 6.51028254798153 6.59435938109442 7.05801035240899 6.59089613582059 6.65915519721577 6.36923248164246 6.49842403010369 6.39399421999775 6.36011436530986 6.25156406818285 6.18682915043476 6.46747285774787 6.29797068549415
ENSMUSG00000000732 5.23760343062389 5.52923112608774 5.57236853165455 5.28743794672216 5.51033065478983 5.50226338615649 5.73345759106743 5.56001273996011 5.33763649734189 5.71794720829818 5.49680876764201 5.40781482913855 5.47348338778036 5.32988024889781 5.36351200307745 5.29967214896428 5.29565034198299 5.15905090703468 5.34474821002299 5.35116156050548 5.30255342083441
ENSMUSG00000000743 8.13186264053687 8.1770182285385 8.20554824092739 8.22270339330199 8.44650399029798 8.1451330994095 8.24789619171009 8.30790580359831 8.16455327049991 8.40577175699046 8.34180965817846 8.46010792519687 8.53007641892001 8.50389050550593 8.31090859168424 8.09965221894231 8.19081061497656 8.11532742197505 7.99318465626334 8.05169496802492 8.23760944443539
ENSMUSG00000000759 9.00463921261707 9.18263680732114 9.15245316403101 9.30216046304781 9.16554897785144 9.32503385192825 9.3971322721704 9.09258586036222 9.02483607959171 9.09924292829627 9.35755157624704 9.1981593240908 9.07901957708994 9.30642573586974 9.29510699655766 9.32003464762894 9.30771809465502 9.30626707913181 9.52461337094501 9.25033786766832 9.34533554466959
ENSMUSG00000000776 7.76916750081253 7.86242011387827 7.81809367588851 7.95061198345705 7.92501684306765 7.96240168421662 8.14193603510513 8.09831336936048 8.13130834901293 8.12209554529633 8.18767271485213 8.17664319320476 8.19374868372823 8.11207159390434 8.10821051338863 7.79640310877653 8.15571119492032 8.17653339165578 8.12611895031266 7.87582429505263 8.09006031394023
ENSMUSG00000000782 6.75690419236215 6.56814230705008 6.95671002312599 7.09927212290933 6.93288462278561 6.92944229485073 6.7354343335583 7.36442289354377 6.90529068405773 7.04569920141982 6.65643389516667 6.88895977028314 6.54339692151721 6.73636545000435 6.64418088035087 6.92772513133702 6.55563184722414 6.7174594798651 6.54273683042392 6.62265586369896 7.03594492814079
ENSMUSG00000000791 5.23760343062389 5.28631367706365 6.01942079339375 5.18495798263813 5.45025077709473 5.37149091694857 5.26158993108809 5.76153744835701 5.58984148891456 5.35446801062756 5.72600768392661 5.55690555616856 5.60938205194211 5.82141713395211 5.22127145703798 5.20226750008587 5.32436487016472 5.15905090703468 5.37173757581677 5.29723866496277 5.36253170346138
ENSMUSG00000000792 7.28117374944208 7.60974886738182 7.43762103005141 7.48354868775557 6.95172754933902 7.54332729566726 7.65303125205366 7.28336345988258 7.49389680545239 7.45246641454472 6.84301925031958 6.66457943670897 6.67752207680595 6.48167787983728 6.87265880420973 6.77194763309251 6.91731482462563 6.64029759260701 6.71283967203837 6.71131332171243 6.42296989546831
ENSMUSG00000000794 6.24660722765334 6.02670236879064 6.58200010059754 6.47540588593065 6.35034844214088 6.00946875916107 6.03671822465424 7.12451919098876 6.7982926174895 6.72577868904438 6.68935501164817 6.49681458168775 6.41672149528517 6.39249719759819 6.12074842429013 6.71583251083184 6.13036834259777 6.16923169435279 6.19995709675286 6.4043040200841 6.29797068549415
ENSMUSG00000000804 11.8009471537624 11.6882064958258 11.5257617963166 11.5124879505307 11.5732240284249 11.4146739088341 11.5784179546992 11.0186654298125 11.4859716280137 11.3630996591005 11.1648614355782 11.2922359621146 11.304476206269 11.5849043524014 11.5663262615057 11.6017204304436 11.5576985780709 11.4265186198653 11.6350712841352 11.8708124352965 11.6397140040811
ENSMUSG00000000811 5.71171660843958 5.99076904626967 6.24670769100249 5.63975844680621 5.67289391758021 5.92732022473791 5.94379119819906 5.78764667984419 6.03714674272543 6.02033648259595 6.02958988591512 6.07991919890563 6.11967020516258 6.32143331975145 5.77553861994128 5.94139243447432 5.77735051667924 5.77233078363993 5.85689133088971 5.66598150633112 5.76882947822967
ENSMUSG00000000876 5.44126854455369 5.17713002851439 5.44369815481751 5.35010597110282 5.45025077709473 5.5503507772869 5.26158993108809 5.59110721067836 5.41612601414089 5.35446801062756 5.45345916555492 5.55690555616856 5.31738009301374 5.58069227164533 5.59935596898368 5.54502288651859 5.1712033760758 5.60419816263118 5.28844789835627 5.49755594004817 4.96979120221648
ENSMUSG00000000902 6.39361993928037 6.09561489891186 5.74099441696576 6.31219303320419 6.2281460648915 6.29313277690853 6.32882486213952 6.63683801860569 6.36509633405458 6.48666825308411 6.79870077732133 6.46392799280769 6.39438602197268 6.41535980991286 6.49842403010369 6.37567688086228 6.28795281375995 6.42558470761423 6.347926148459 6.26810922998653 6.39889932567501
ENSMUSG00000000915 10.1137540226813 10.113662742134 10.2131274748532 10.2062583400619 10.2800763465764 10.2054888388734 10.3106330140423 10.5169176985416 10.4057562215631 10.7111226539666 10.7741593502452 10.656689395507 10.7279464622082 10.4894899085196 10.2054008630289 10.16063752694 10.1956767074454 10.3732798591392 10.2006993637906 10.1519417370574 10.3160740549447
ENSMUSG00000000934 7.20636659042203 7.16504617371506 7.33193725044021 7.27505667389249 7.67969296839189 7.35717545152452 7.54907532698473 7.4778977088578 7.26602764762411 7.33624885327351 7.85426576595378 7.80390180683966 7.82750119294715 7.63784238073074 7.32741788457308 7.48676545208671 7.40346891599203 7.13493937427005 7.478201186022 7.19804655825676 7.52013652298191
ENSMUSG00000000948 10.2974792279581 10.4326032580071 10.4295161546025 10.3046400842688 10.4904339918476 10.1253593478713 10.7422788170377 10.6257170956683 10.6992753021908 10.761218598766 10.7825139563098 10.6714832012887 10.5300272601706 9.95758358259959 10.6498758308967 10.2761175054959 10.30420128072 10.0429718089228 10.1656310631998 10.2742106897083 10.2065943607696
ENSMUSG00000000957 6.99080313729214 6.91685927790948 7.14795517287188 7.26177652777923 7.28328363532724 7.3216180578477 7.06212760645409 7.46328382364085 7.35169596292188 7.09451469259133 7.51143465889433 7.30662388249566 7.32178874331924 7.56076289026219 7.1346987186399 7.22502171520763 7.19733171093158 7.2545085822422 7.00031936306627 6.97592641718952 6.75889053344372
ENSMUSG00000000958 6.21510642537614 6.02670236879064 5.68751759056064 6.22943254788848 6.12827714026297 6.00946875916107 6.23010171210471 5.95599242328469 5.94589589945701 5.99326209504724 5.53846415241002 5.55690555616856 5.80466370223924 5.4874181027804 5.5339111939727 5.20226750008587 5.50526128760189 5.15905090703468 5.63002160171613 5.40231054120023 5.41911630193037
ENSMUSG00000000959 8.78349752527465 8.95517695801865 8.70256814632628 8.9397535824041 9.05452472813971 8.91123379599051 8.9399309433968 8.88811254675093 8.95886519262318 8.88381024463983 9.02314744887543 9.15170836840958 8.99969480519073 8.80724325381705 9.01482381650107 8.76154908643077 8.9804448965777 9.10471603282405 9.10964434457894 8.89711177646168 8.90994126242676
ENSMUSG00000001014 5.66263400252165 5.17713002851439 5.37292432562737 5.1480746357125 4.98149227802136 5.22104008118195 5.13323874762904 5.35162476336844 5.55726816906947 5.44658237799127 5.61728346431764 5.36695011396697 5.73046635965164 5.20893271066313 5.38964223001313 5.14940329174175 5.43158768678009 5.40588399423894 5.31700364342829 5.49755594004817 5.16995849276486
ENSMUSG00000001016 9.7188715504591 9.67758237431543 9.5423967270042 9.65680518905124 9.46465458461427 9.5806826435273 9.5985135405882 9.32864216264921 9.56658117117757 9.28917667895313 9.17202118225001 9.24548860992437 9.27919630448925 9.36385509041984 9.45646839878483 9.4864962375767 9.50766831236957 9.44773512358288 9.61291369203334 9.35559802728508 9.62557059003749
ENSMUSG00000001017 5.71171660843958 5.8960749124121 6.21152109774746 5.70706137952362 5.76958157664436 5.97726224666143 5.61218394234517 5.31236101558366 5.55726816906947 5.60968271848706 5.4082346940056 5.40781482913855 5.84008461512562 5.74661579167231 5.77553861994128 5.94139243447432 5.45672357565782 6.01898652200642 5.5654947336835 6.03248652493751 6.02109101694581
ENSMUSG00000001018 7.70583674103613 7.61526825241542 7.74971341101679 7.48354868775557 7.32688698976836 7.71240460761319 7.70668336347045 7.23238755985177 7.60237364792451 7.37606071498576 7.05801035240899 7.37706105594295 7.2512370887828 7.66570168972993 7.31043223168434 7.37539220474306 7.27145925519097 7.21577385457671 7.28618464246551 7.47165107633241 7.53622171047201
ENSMUSG00000001025 6.73549189969759 6.62536139653231 6.01942079339375 6.36459269095133 6.19571135630048 6.78729000918337 6.52713390663899 6.42078981587874 6.20190101159188 6.72577868904438 6.37999441743184 6.12388001080583 5.80466370223924 5.78460976616991 6.42457686719078 6.33826098547916 6.33649873088696 6.40208827071334 6.39375338031702 6.33797094021567 6.2714760987155
ENSMUSG00000001052 9.98494689741953 9.9989368319682 9.99069809481187 10.0633680985968 9.89984671733203 10.1655676027402 10.0157952156896 10.0357802705675 9.83849686189783 10.0998990276965 10.1271594596416 10.1292895591988 10.0292830280927 10.0496713455501 10.0888278267032 10.1490799765644 10.0977134476122 10.2852686867332 10.096969924316 10.1488637049835 10.0150916173564
ENSMUSG00000001053 5.66263400252165 6.22314339035345 5.93351822801479 5.92519216698194 6.01989499022197 5.94419411696008 6.00650914397118 6.23653743489005 6.05895199196638 6.54159188530102 6.63966938492707 6.43020990810599 6.56339224052065 6.43783501622963 5.96022543310791 6.13315170837438 5.98229658780866 6.60000773449686 6.11909323402834 5.97357714175369 5.84643443399713
