Name SRX033480 SRX033488 SRX033481 SRX033489 SRX033482 SRX033490 SRX033483 SRX033476 SRX033478 SRX033479 SRX033472 SRX033473 SRX033474 SRX033475 SRX033491 SRX033484 SRX033492 SRX033485 SRX033493 SRX033486 SRX033494
ENSMUSG00000000197 7.70118000993353 7.54552717624789 7.82692490324576 7.66241892235324 7.6325576463669 7.55003271465405 7.63387227672527 7.62427173610674 7.4233916854981 7.51269041075455 7.49803579364812 7.44698323454229 7.4068589859048 7.65663532714769 7.29628737279692 7.78190524264416 7.35606657080851 7.7102185207721 7.58689295265708 7.77498873775101 7.65966794050051
ENSMUSG00000000202 2.29120392065826 2.19788638306815 2.43579244565961 2.33887677355049 1.52896127308559 2.28297465894171 2.0832495994793 3.13559288757221 2.93367749992476 2.74426545633135 3.29303137976071 2.48927884937913 2.922603652945 2.2041756691181 2.54632164953363 1.66475478085039 2.21331177053167 2.55700635747229 1.8960695499922 2.02614665915147 2.51441396664376
ENSMUSG00000000223 5.27242671362763 5.38458709726129 5.74271837720772 5.27560259869977 5.37813637083782 5.19404093052142 5.4005163169968 4.97209415528933 5.42937266254883 5.47465839657407 5.25134547695379 5.40881682127085 5.44045195780762 5.58184631593246 5.26072508904775 5.35752057110606 5.4848444820664 5.78816898843647 5.64803956877337 5.70494554590755 5.19891214091583
ENSMUSG00000000247 3.0479327696459 3.74870066137746 3.41070146469678 3.21530208843196 3.41877835533516 3.22973263766473 3.05979062665531 3.34204376503964 3.3913593366121 4.08184681553019 3.55910623991456 3.44785892199915 4.06010717669493 2.51733355437773 3.13680115522235 2.99659834460284 3.42334698534813 3.79936719504133 3.14813283800499 3.30076903926048 3.25885468137212
ENSMUSG00000000253 3.36396026309357 3.48393744162692 3.41070146469678 3.72399869492505 3.74527918001235 3.88180933424443 3.1951424795502 3.80770733738845 3.33421542950849 3.37229667894439 4.40710314646951 4.38341021427231 3.58418743526907 3.84628207694287 3.83808777391074 3.52101930338894 3.66292241835794 3.13019169041709 3.61455572355074 2.62653920044223 3.85495773969847
ENSMUSG00000000275 1.82554034830945 1.72254837352149 1.66527429178237 1.55818980195497 1.68942594527883 0.698012158220556 0.82949300723352 2.35571870193671 2.31956865354409 2.74426545633135 2.77061034510827 2.64400144417777 1.89613144158381 2.3692349153886 0.858265655848373 2.36136263740046 1.92858229359856 2.05743534798178 0.972690831595111 1.59551230482161 1.73948052227854
ENSMUSG00000000276 7.79407000971035 7.56895607214287 7.76887066506369 7.59865516366814 7.63502379233646 7.49016586018575 7.62590706648047 7.38185061490244 7.5033306105305 7.81855290883395 7.18769567303597 7.47817785614588 7.3445919424001 7.62840559267767 7.18486159177858 7.36232155736988 7.33271750428476 7.16956024346639 7.24463676997793 7.57875378656024 7.23844050510247
ENSMUSG00000000278 5.39322485759877 4.99070521196788 4.94413366477785 4.87641392807891 4.73611918072687 5.27511254116874 5.16797227838473 4.58780017944159 4.84951705226076 4.82709188746097 4.37295492405766 4.44083849432138 4.96779242671125 5.04852479865791 4.83469718470997 4.70764059370357 5.15003759568095 4.53037123096882 5.08337662966275 4.60333180928091 5.01911689544946
ENSMUSG00000000282 1.82554034830945 1.79126112360551 0.385166372589638 1.48224094872167 1.14193814997634 0.929337704327012 0.82949300723352 0.534688842982032 1.09717623220764 1.71779324497015 -0.203394446358785 2.11891039943402 1.04813453502886 1.55209897253841 1.71808799780011 1.66475478085039 1.10141889046077 1.95434185501767 1.24399285341251 1.46426777154335 1.29202154530732
ENSMUSG00000000296 5.75063553929556 6.08780390007296 6.26780942195148 6.19908357787383 5.91317364622729 6.16171421423608 5.77651171554735 6.11764620781281 5.77363708741429 5.76056726866045 5.41970318324914 5.86202073382113 5.34581508366954 5.63956181378875 5.80208282045525 5.55831784481192 5.74154718399874 5.07597129941921 5.72388857460952 5.40734070345852 6.12874138662396
ENSMUSG00000000326 6.10917995847244 6.43779890344762 6.2817150239767 6.41871972891324 6.36927639391759 6.2946880795055 6.52779698103062 6.75836881017894 6.23428936357503 6.76218736432861 6.18154344605438 6.34067433239595 5.9709666745064 5.71052833514289 5.96291294006756 5.92830730306285 5.85974958051372 6.01643797610959 5.83409865740962 5.86311323731961 5.94633209271921
ENSMUSG00000000340 6.20471239503129 5.97786486619445 6.18883624783939 5.9327834755227 5.84663989497159 5.96071982981201 5.88727650381915 5.35911727839858 5.78966719723324 5.01275429225725 4.92588857058618 4.9756775156167 4.73370097668842 5.49517190445357 5.71992699746389 5.63649652080888 5.59637122544933 5.41377347365497 5.76396601398485 5.78962677183099 5.76529681408267
ENSMUSG00000000346 7.52465831185429 7.56650771340356 7.24492299260706 7.33820371776927 7.47904538579742 7.47537469313984 7.41561105070038 7.05511109150848 7.31864827390146 6.95016975487922 6.8611558692428 7.10454411026381 6.98830128551167 7.12988744037183 7.21255585704018 7.36232155736988 7.38860994407283 7.25066329376897 7.42929308074173 7.45241141385357 7.33177143656401
ENSMUSG00000000365 1.34011352113921 1.49427938584838 1.97012887331079 1.6303395877108 1.96506038789226 1.12864651255042 0.29897829053474 0.0872298660108108 1.45974631159235 1.35522316558545 1.2371781450272 1.28492035087295 1.22870678067068 0.619213168396946 1.31283151931385 1.45062997549754 0.539540002852656 1.44738186629779 1.66929868814518 1.82683785092806 2.0805174401136
ENSMUSG00000000374 8.63350853075498 8.67702842764827 8.60502633569187 8.64320255197242 8.68169348581517 8.59782877868204 8.57251490131982 8.49546309575426 8.42467541244701 8.72902050039341 8.75204789408184 8.73541441744156 8.67894768732798 8.57921510046503 8.66585909903422 8.64637126874399 8.73476572144572 8.81094029609513 8.62225673990236 8.6926283909 8.50825298201709
ENSMUSG00000000399 7.99451087069552 8.15004008368314 8.02799169769679 8.06191362951795 8.01230286955974 7.88998326569013 8.20520081711493 8.13509737149628 7.99660509026282 7.81855290883395 7.98289669160021 7.9653180980554 7.97966001521768 7.72297782197639 8.04699185529895 8.10998373466759 7.97257892155323 7.52925069107491 7.9168222550536 7.65785179845537 8.12529500001674
ENSMUSG00000000402 3.0479327696459 2.96490921109054 3.35917116405669 2.74852101405912 2.93335152816492 3.06926796547149 2.91041300261709 2.69388743783129 2.53774882359362 1.4864676988637 1.07671347283395 0.668248990424452 1.04813453502886 1.24724439100999 1.7758034956564 2.01622715135177 1.19161669943235 1.28691719410455 1.40011205532979 1.71580653853932 1.45708079157781
ENSMUSG00000000420 6.9069286751501 6.61647877952362 6.75023895917752 6.72090388850218 6.51563989458775 6.59966610546293 6.47112795709157 6.27705442489083 6.34329472341935 6.2320324219561 6.33576436474925 6.24718770351784 6.09834598098263 6.47945367070664 6.67797168102252 6.62535596320368 6.58289284101045 6.31579831409167 6.75042795679859 6.68481884605564 6.76234148008735
ENSMUSG00000000439 4.81692721800474 4.92341708217208 4.81621618985711 4.97669115653738 5.34236523981599 5.08434328593359 4.99323943374671 4.55261075097929 4.55660785084494 4.83942268937169 5.08200777250346 5.04212916494654 4.73370097668842 4.98633003705056 5.06048019524719 4.8123983349167 5.20521430283307 4.69930023993741 5.17270155922671 4.85985290815603 5.08367778100693
ENSMUSG00000000440 1.82554034830945 2.74003580025034 1.97012887331079 2.15543063245456 2.29947942696282 1.72903905384118 2.41445550795468 0.875725760817099 2.58750185879072 2.45475883913636 2.27465285044586 2.54271810834059 3.24976839619851 1.80363773953437 2.16946734414268 1.56166128788629 2.52226201142082 2.6257191075563 2.77292131921933 2.35735256762684 1.37691044289383
ENSMUSG00000000489 6.21785777108821 5.85082567760532 5.74271837720772 5.68852935138281 6.03768818797966 5.5516607325521 6.10346787889795 6.21088101487645 6.48129184187361 6.95867289368449 6.37941958778379 6.35194544473097 6.57795548155755 6.02086845575504 5.83639347537087 5.52445020878922 6.11732847068608 6.05432273611444 5.52197760071227 5.93303725475999 5.29475133806289
ENSMUSG00000000531 6.84473391354276 5.96304886906501 6.64658972851745 6.30483331002353 7.10860997391027 6.60176304629851 6.85867403264547 7.43434786935947 7.14052907036543 7.46970918060233 7.31455608667329 7.42758239761911 7.53677807488264 7.32091343274396 6.95902531971217 6.69703806274393 6.79378129022844 7.1666806116902 6.50595342589498 6.80835228008288 6.81272950430917
ENSMUSG00000000532 9.04747265322009 8.77093556224581 8.79637468672231 8.7768616976133 8.8661896233482 8.58622597774007 8.8522875899858 8.87007919767596 8.93096990756127 9.0795745987738 9.08101657010041 9.09479331009998 9.21505078659883 9.01581794957881 8.78571442339628 8.70197035828616 8.77452846058874 8.89511764964223 8.69943750443146 8.73150034564446 8.69754984181262
ENSMUSG00000000552 7.37427053187127 7.32427387462391 7.41858937412709 7.29168320421437 7.39132514259436 7.36982240956628 7.46778967166634 8.05877341996158 7.95693285222506 7.86754036447484 8.1572958998077 7.97020238555055 8.21069370684812 7.87488555899582 7.51647713860017 7.50634623901009 7.34750818529819 7.95517650649649 7.39721914270838 7.50135709027857 7.58022348373808
ENSMUSG00000000555 5.55734423735987 5.7933565416077 6.0331386708366 6.06232122806308 6.52098321566206 5.92096452330201 5.91368813464995 6.46857617096857 5.76285053218805 6.19891993470677 5.9110915686581 6.50450978892843 5.97729429447841 6.2123496005638 5.92196033116576 5.97419193155456 5.69604448853265 5.85409038138217 6.06745108365403 5.97583219450077 6.41379050859497
ENSMUSG00000000560 7.27400084912574 7.21127028025332 7.22706762804935 7.25364118947246 7.31647977948902 7.12208714011537 7.27498543491294 6.43354211952513 6.63707356139726 6.25522737560873 7.35884797786229 7.72063590053644 7.29732701570902 8.0749139987103 8.05648330427625 8.48669366424124 8.05599046292308 7.91627381418416 7.98160236414414 8.48504933367986 8.41096261803082
ENSMUSG00000000562 2.47761704488914 2.38736418193187 2.62220556989049 1.40207060003769 1.14193814997634 2.47823095034065 1.03594388470095 2.11965134370319 1.22842076548589 0.869796338415204 2.19870399721256 1.00928590825952 1.89613144158381 1.06667214536817 2.03411549124779 1.56166128788629 1.98011259423864 0.00680927491180991 2.13707764949599 1.15941319001493 1.92005276792036
ENSMUSG00000000567 6.52333534519498 5.79753826929167 6.23958954830402 5.93989912516775 6.00755247000634 6.17304063190887 6.29647143492417 6.28064322037549 6.32874029944234 6.26896743223503 6.03090978322083 6.09003332214388 6.14967256149092 6.2123496005638 5.95356499133068 6.09448616527227 5.99740941771967 6.66909617009372 6.04396824510451 5.90167308385065 6.0075156091707
ENSMUSG00000000568 7.93007670291873 7.27563909937304 7.7762564919844 7.43076603303815 7.77129477005595 7.58543146920734 7.62590706648047 7.85481244102265 7.87540984474558 7.42745149314063 7.64119924230706 7.4574565657718 7.67749115510847 7.60168825430189 7.38935825961312 7.02230678546847 7.29124344934079 6.72497516194928 7.38675636085748 7.13399648648508 7.661784105223
ENSMUSG00000000594 6.9069286751501 7.06109453985927 7.05556971697592 7.01846190709485 6.85724020012534 7.15673080672183 6.94443658490597 6.84333124711917 6.83285313040527 7.01139261679902 6.85807318635861 6.88935271579233 6.82248235119814 6.65763338671077 6.90670207272639 6.80536421546815 6.94731356769889 7.03392540283843 6.94522504344438 6.74614261691028 6.63456767127317
ENSMUSG00000000600 7.08964778880847 7.04183497537756 7.04745326777155 6.97236003637999 7.10149432426522 7.1524455707765 7.02538569300237 6.50891220804861 6.88103195853637 6.3996172849439 6.1159551044268 6.3293144702314 5.98986687984968 6.76526106782132 6.8557588002378 7.05825619634303 7.05035125688622 6.59391704746452 7.12523794235402 7.19736381924791 7.1462288133528
ENSMUSG00000000605 9.52894959416973 9.58522352616408 9.38798138819669 9.42491394843524 9.39314741773987 9.3641203547673 9.49783254913376 9.13633584272084 9.42958581096332 9.25206009653004 9.2451643809214 9.37261378351527 9.4367259131157 9.42451735088979 9.46381376425597 9.40831246166267 9.51531974703795 9.26251231647769 9.45942184640255 9.55953919515062 9.47117667918234
ENSMUSG00000000627 1.82554034830945 2.66877711708051 2.53200776091891 2.25006750659264 2.4858925511937 2.28297465894171 2.33850665472138 2.18238709905115 2.37728415140037 3.30275574569131 2.66167597355511 3.02814493551083 3.02388698878218 2.51733355437773 2.54632164953363 2.73751112328571 2.941638446424 2.40890771848316 2.59044326743394 2.20123336570956 2.0805174401136
ENSMUSG00000000628 3.36396026309357 3.78284888378931 4.47262921383998 3.81968204298036 3.91723186280164 3.59230271704944 3.99941800867583 4.26442286791716 4.29731584669696 4.20131048213177 3.58916347377074 3.65617615812388 3.20733312987811 3.56917248589735 3.55458926551723 3.54824077212397 3.75455289382351 3.91369987052033 3.46343799069862 3.57974498896329 3.80986985016993
ENSMUSG00000000708 3.90895635649709 4.13978342850458 4.54359573519412 3.9801467151736 4.62140752185018 3.22973263766473 3.99941800867583 3.99412046161933 3.96224665212153 3.56281858499381 2.96653055508353 4.01874623750859 3.20733312987811 3.38860024025553 3.60322404076811 3.72563702299741 3.59843369190622 4.09427211616215 3.83580902517472 4.12723278426578 4.21917097989963
ENSMUSG00000000711 3.80826235687761 3.84881214616767 3.06966454686171 3.06720344944283 4.18296541823639 3.14023448682563 3.78726477184422 3.54666148464811 3.71608606485213 3.83327046239009 4.47306640884787 3.81664083031712 3.93565980577044 3.49963155264427 3.68080698172065 3.52101930338894 3.47813945818851 3.30797880963238 3.19152543351837 3.64180595709554 3.38717877834766
ENSMUSG00000000732 1.34011352113921 1.97970621301862 2.10137340658905 1.40207060003769 1.96506038789226 1.90237065672674 2.41445550795468 2.05406300207561 1.56283980455645 2.38917049750878 1.94344694197049 1.71555470520281 1.89613144158381 1.55209897253841 1.59523125001458 1.45062997549754 1.43262479893614 1.10634494846272 1.54097459116964 1.59551230482161 1.45708079157781
ENSMUSG00000000743 5.75063553929556 5.7933565416077 5.82098543400499 5.83693707307845 6.08895685829017 5.74240627757901 5.87388712659197 5.94294780962981 5.79497122909317 6.05830276559924 5.99767925365419 6.10787212798157 6.20463902070885 6.1625965653667 5.94415607727996 5.69855748894113 5.81433412214892 5.71909060569742 5.57618928375369 5.65315093068955 5.87150891596232
ENSMUSG00000000759 6.70701852474495 6.88953808393926 6.8516070497463 7.00834360700425 6.86566472065335 7.02541835314598 7.11631730116497 6.79647036550574 6.73690453635969 6.80996308889802 7.09384938514798 6.90474160880575 6.79766880269812 7.02551482061141 7.00951714988028 7.02715211341805 7.02757138822992 7.01483764866774 7.24205937752666 6.9622146257857 7.07179063569302
ENSMUSG00000000776 5.33408973351144 5.43377464688882 5.37871135045234 5.52781615291145 5.5021943635228 5.53419976248587 5.75476213215689 5.70728303120033 5.75742686023303 5.74098287234204 5.82530098664168 5.79202553106287 5.83124191083978 5.72583558793074 5.71624665097595 5.34980560597806 5.77475646454669 5.78816898843647 5.72757833375858 5.45132871583586 5.7050083050214
ENSMUSG00000000782 4.0625795456103 3.78284888378931 4.31927843693318 4.49678925729082 4.28698848277962 4.2672073430834 4.02387105240037 4.84211736817428 4.26710123364995 4.44672152007094 3.93176513692285 4.22896394489893 3.77060055949995 4.03014626934305 3.89128071307634 4.27437933580582 3.76927439953027 3.99387021920431 3.73676165592391 3.8663662151147 4.43250276885715
ENSMUSG00000000791 1.34011352113921 1.40939048826186 2.93536345515012 1.13076857822029 1.83381585461401 1.60071495686564 1.37698080253601 2.46068826153826 2.13112356413098 1.60676193258141 2.41551538628571 2.04676061367818 2.18563805877879 2.58604630446175 1.23266117062987 1.19909120850158 1.50477458469198 1.10634494846272 1.60656293279721 1.46426777154335 1.60517943056695
ENSMUSG00000000792 4.74610588081504 5.13648583840401 4.92653960476311 4.97669115653738 4.31186315141865 5.04172894187321 5.18974922077998 4.7415404134227 5.01319783956829 4.95725917966554 4.18892297641998 3.92122973159432 3.96142290183553 3.66757618995835 4.20666596209693 4.06416162841547 4.27134389190308 3.88595488003742 3.97889598112182 3.99081358603919 3.57854430406348
ENSMUSG00000000794 3.31586597489253 2.93485197723436 3.80663014102792 3.63910979733854 3.4638662448637 2.88869571982967 2.96194330325717 4.54068758360348 4.12271132431478 4.01818817830788 3.97793531835578 3.68022163209053 3.58418743526907 3.53482098110657 3.09206284045707 3.98668287573775 3.11300686473598 3.17673427635412 3.21274191942807 3.54768377973099 3.38717877834766
ENSMUSG00000000804 9.58709158075393 9.46713612231411 9.29591616365379 9.28174136261892 9.34425037668541 9.17568244740791 9.35576651371139 8.79113343945547 9.27779583444619 9.14685121456393 8.95611653197115 9.06485377160631 9.09653058494481 9.36710097621745 9.34491448717552 9.37163777594976 9.34090193481562 9.19628088087486 9.40544869890689 9.65197331651847 9.42831362077164
ENSMUSG00000000811 2.38741923591756 2.87279100910211 3.30573190509523 2.20352492065561 2.29947942696282 2.74430581049449 2.80147863106392 2.51044129673536 2.97164535012378 2.9401856663066 2.96653055508353 3.02814493551083 3.11852386292025 3.42656809045455 2.47841758503183 2.78405370922274 2.48707258295852 2.48485657171645 2.62250447666623 2.28140371439354 2.47644611644474
ENSMUSG00000000876 1.82554034830945 1.11988387106688 1.82573896397562 1.55818980195497 1.83381585461401 2.00734021632829 1.37698080253601 2.11965134370319 1.74925292878733 1.60676193258141 1.84723162671118 2.04676061367818 1.5335613621991 2.11397786014652 2.12574596671336 2.01622715135177 1.10141889046077 2.15365066324108 1.40011205532979 1.92993134389217 0.495554939392447
ENSMUSG00000000902 3.54174738230886 3.05149689608663 2.43579244565961 3.39172865581623 3.27438844599999 3.35435929217848 3.43283403726953 3.88518609006617 3.49927467577898 3.67715126047281 4.12880198398241 3.63172311439934 3.55063487555804 3.56917248589735 3.68080698172065 3.49327431290604 3.36639110053606 3.57449378420113 3.44562671458216 3.3387368894595 3.54224817484049
ENSMUSG00000000915 7.86889318646724 7.86234926238046 7.95827251562101 7.9500667744049 8.02739988152602 7.94222085094025 8.06495497136001 8.27929846802625 8.17805719310641 8.48401538645802 8.55863159110591 8.41823012042991 8.51029594642173 8.25319911414761 7.95785698785653 7.90283002490377 7.95256340849028 8.12352453843955 7.9440361723092 7.90246555574143 8.08091286153334
ENSMUSG00000000934 4.65239144599285 4.58899804310152 4.7969799709942 4.71987080930237 5.21628549143642 4.81469513838589 5.065691228095 4.9809450728716 4.73276480599876 4.81465478422274 5.44457785188817 5.36498473980213 5.41270696732471 5.1765898374462 4.79337612510435 4.9816994682235 4.89205641757344 4.54818250708528 4.96957821972777 4.63419277298567 5.03879031450388
ENSMUSG00000000948 8.05801838139092 8.19035271038275 8.18051031555 8.05127544431509 8.24320679075171 7.85963699875889 8.50680608411465 8.39059550987175 8.47841015585738 8.53513225560038 8.56715146847058 8.4333416669078 8.30803469013852 7.70571131884512 8.4137069123017 8.02169997366525 8.0642216291567 7.78347729311175 7.90790669552848 8.02832650601427 7.96829921277442
ENSMUSG00000000957 4.37573743086993 4.26586317688416 4.5664961373042 4.70324013475825 4.73611918072687 4.77063995830795 4.45997016720704 4.96318860206744 4.8392851296498 4.50980020269432 5.03909918103417 4.76698294400981 4.80657985660551 5.08459405336543 4.55046137989456 4.65852282713888 4.63506261389695 4.69930023993741 4.36737526891779 4.34807475403883 4.0614086171659
ENSMUSG00000000958 3.26611293969543 2.93485197723436 2.3326989526955 3.26147226986489 3.11392377380674 2.88869571982967 3.27880040859711 2.81762280625353 2.81338326620705 2.89364308036957 2.03364475094206 2.04676061367818 2.56750869412244 1.91466905192312 1.98602120304675 1.19909120850158 1.92858229359856 1.10634494846272 2.18079902692531 1.71580653853932 1.73948052227854
ENSMUSG00000000959 6.46939653808417 6.64692639585885 6.36897433908705 6.62262167454997 6.74756012126359 6.58490155366754 6.63089047399472 6.57762495813262 6.66630850382707 6.57945458658568 6.73912005898045 6.85543608048784 6.71299658292388 6.49293690007027 6.71163297566281 6.43065527573628 6.67957850536274 6.80122514126192 6.8038342413808 6.58567794471703 6.60847451012853
ENSMUSG00000001014 2.29120392065826 1.11988387106688 1.66527429178237 1.02767508525619 0.611423433277559 1.218844321522 1.03594388470095 1.58199455776039 2.06241081404696 1.82088673793426 2.19870399721256 1.61933938994351 2.42664615828259 1.24724439100999 1.65796700536254 1.0547012991664 1.7619324241891 1.72301630891122 1.47226184108562 1.92993134389217 1.10560842107643
ENSMUSG00000001016 7.45974636805045 7.41007342083835 7.26256007095366 7.38065849737233 7.18127904160851 7.29403982290467 7.32749833054479 7.04670497863141 7.30941203850792 7.01139261679902 6.89764325235736 6.95488375531715 7.01006649419534 7.08607754454076 7.17952568170741 7.20230792118512 7.23799663471465 7.16379522064662 7.33448338736041 7.0733585431574 7.36591965897585
ENSMUSG00000001017 2.38741923591756 2.70484637178804 3.25023679250353 2.33887677355049 2.4858925511937 2.83266168491534 2.17344740845088 1.48577924250109 2.06241081404696 2.17235910843564 1.74413813374708 1.71555470520281 2.63309703575001 2.4451837686219 2.47841758503183 2.78405370922274 1.81964792204539 2.92737480741741 2.04544717403042 2.95459339812644 2.93412795313208
ENSMUSG00000001018 5.2597714128216 5.14307349843877 5.29891063923922 4.97669115653738 4.79022658606632 5.24322848014896 5.25317460092162 4.67764679682408 5.14365066200714 4.86377255078743 4.47306640884787 4.85411553573579 4.71867276745609 5.20963009921021 4.77226313795115 4.84569277501512 4.72842316199885 4.65066546468653 4.73309533872614 4.97281715674534 5.05819906069001
ENSMUSG00000001025 4.03313576771782 3.86484225598662 2.93536345515012 3.47245992792908 3.22285814535991 4.07531701014429 3.72896613127956 3.57031275271275 3.24401762053691 4.01818817830788 3.52840944269164 3.10120839770056 2.56750869412244 2.51733355437773 3.5709837037679 3.43613040580243 3.44184332896552 3.53930435573883 3.51558927274972 3.44698978011152 3.34565950890939
ENSMUSG00000001052 7.73586184931824 7.74383308211403 7.72882798942428 7.80270611121304 7.63502379233646 7.90109412364754 7.76113970192761 7.78451339159822 7.59284094248733 7.85696558908071 7.89538962777899 7.87705234701294 7.79319255014379 7.80093014717088 7.83766438578125 7.89091779633796 7.85155855125621 8.03313510150895 7.83709047163134 7.89929305299871 7.77069925288926
ENSMUSG00000001053 2.29120392065826 3.25981413221135 2.78726481616098 2.74852101405912 2.93335152816492 2.77436304435067 2.91041300261709 3.28600973012531 3.00863955760598 3.75732160915679 3.90811386885821 3.58153735723112 3.79945542217213 3.60272504560838 2.81762367135103 3.11055453389992 2.86146809774002 3.82881097293382 3.08049412112963 2.85331006228925 2.62266685729579
